"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",16,3,20,18,7,2,14,5
"2",3,4,8,9,4,23,20,1
"3",20,9,9,15,20,4,2,11
"4",10,25,1,5,2,9,3,6
"5",17,13,12,3,14,13,25,4
"6",24,23,10,11,8,11,15,13
"7",15,21,6,1,24,1,17,23
"8",23,11,2,23,12,21,18,8
"9",8,5,11,19,15,12,7,24
"10",9,15,19,8,19,8,19,16
"11",2,18,15,6,11,3,8,9
"12",4,22,21,14,13,20,1,18
"13",6,17,4,16,21,18,13,3
"14",7,8,22,2,6,17,16,12
"15",1,2,25,22,23,10,24,14
"16",21,19,17,17,3,15,22,22
"17",22,20,23,25,16,7,6,2
"18",19,1,5,7,17,16,11,17
"19",18,14,24,10,9,25,10,25
"20",11,24,14,20,18,24,21,10
"21",13,10,18,12,25,14,9,7
"22",12,7,3,13,10,6,23,20
"23",5,12,13,24,1,5,12,19
"24",14,16,7,21,5,19,5,15
"25",25,6,16,4,22,22,4,21
