"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",18,21,15,3,16,24,28,14,18,3,23,20,27
"2",11,10,16,24,6,3,6,13,19,25,6,22,10
"3",6,27,7,25,14,10,22,1,14,6,12,25,14
"4",9,5,4,6,11,5,14,7,23,13,27,18,20
"5",20,20,1,21,8,14,10,22,21,2,2,2,17
"6",21,17,25,10,5,18,15,8,13,20,11,26,24
"7",8,6,19,23,9,21,17,16,3,7,15,8,25
"8",4,15,3,7,7,23,26,18,10,17,7,11,5
"9",28,2,9,8,28,1,9,19,7,5,5,28,26
"10",13,26,11,13,3,27,2,26,27,10,9,16,22
"11",23,9,18,4,27,22,5,2,22,16,13,9,16
"12",19,7,5,17,15,13,4,25,5,18,16,21,1
"13",24,4,10,28,2,19,21,23,16,21,25,14,13
"14",1,8,12,15,17,16,25,4,26,23,1,4,28
"15",16,22,17,14,4,2,19,3,6,15,24,3,3
"16",22,25,6,2,19,6,16,15,28,26,14,7,6
"17",15,12,2,20,26,28,23,9,1,27,21,24,18
"18",10,23,21,5,22,15,18,24,4,22,3,19,15
"19",25,18,13,22,18,25,13,6,8,11,4,17,7
"20",3,24,26,26,23,20,8,17,24,14,26,27,2
"21",5,19,14,18,25,7,12,20,17,19,18,12,23
"22",26,13,20,12,10,9,24,21,25,9,19,23,9
"23",12,14,8,11,21,17,7,12,12,8,22,5,12
"24",27,28,22,19,12,11,1,11,9,24,28,10,19
"25",2,16,28,1,1,8,3,5,2,1,17,15,11
"26",7,1,23,9,13,26,11,28,15,28,20,1,8
"27",14,3,24,16,24,12,20,10,20,4,8,13,4
"28",17,11,27,27,20,4,27,27,11,12,10,6,21
