"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",24,15,9,20,9,4,5,20,19,7,2,12,8,17,11,19
"2",13,24,25,21,5,14,11,18,23,3,17,25,3,9,24,11
"3",1,10,10,14,13,1,24,13,1,1,25,1,1,13,1,5
"4",18,19,15,24,2,5,19,10,10,17,15,18,10,24,5,2
"5",19,21,1,12,14,23,8,16,22,19,10,2,25,20,13,3
"6",21,11,20,18,19,18,9,11,6,10,4,23,20,14,4,10
"7",6,13,12,2,12,25,17,8,25,25,3,24,13,25,25,17
"8",3,7,2,17,15,15,16,19,11,20,12,21,9,7,8,23
"9",16,23,5,5,6,17,22,24,8,12,6,6,14,10,2,16
"10",23,4,3,10,4,3,15,1,14,13,22,22,24,15,21,15
"11",9,5,11,22,7,21,6,5,18,21,20,9,15,11,6,9
"12",22,9,16,4,20,6,4,21,12,24,14,4,12,8,23,8
"13",17,6,7,16,23,12,20,9,21,14,5,11,5,4,20,7
"14",4,20,8,23,21,11,12,15,5,15,19,7,18,18,22,18
"15",20,17,21,9,8,19,14,12,3,23,23,10,6,3,14,20
"16",8,12,17,15,3,16,3,2,9,11,9,3,4,21,19,24
"17",11,3,23,19,11,7,23,23,2,22,8,14,22,22,16,12
"18",15,8,24,8,16,9,18,7,20,5,16,5,17,19,7,21
"19",5,22,22,6,22,2,10,4,16,18,7,15,2,12,9,14
"20",2,1,19,1,1,13,13,17,15,8,1,8,19,1,12,1
"21",25,25,13,25,18,24,25,3,13,2,13,13,21,5,15,25
"22",10,16,6,7,10,8,7,6,4,6,11,20,16,6,17,4
"23",7,18,18,11,17,20,21,22,17,9,21,17,11,16,18,6
"24",12,14,14,13,25,10,2,25,24,16,24,19,23,2,3,22
"25",14,2,4,3,24,22,1,14,7,4,18,16,7,23,10,13
