"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",12,14,8,19,17,7,2,4,9,17,17,8,5
"2",6,17,3,11,3,6,14,16,2,13,14,3,11
"3",2,10,2,17,4,10,3,8,14,3,6,19,9
"4",19,9,10,3,19,5,4,13,3,4,3,5,15
"5",15,15,7,2,7,17,5,15,17,16,13,18,18
"6",3,13,12,4,9,3,16,12,15,7,20,13,3
"7",17,4,4,14,12,4,17,3,11,9,12,16,16
"8",16,1,14,21,1,1,11,11,1,21,10,21,2
"9",7,11,20,1,21,21,21,1,6,11,15,20,10
"10",4,18,11,13,18,15,15,9,8,20,4,15,17
"11",9,5,6,9,8,18,7,6,4,12,2,12,4
"12",14,16,17,8,14,9,9,19,7,6,8,17,7
"13",10,8,16,5,5,8,13,2,18,19,7,7,14
"14",20,19,15,12,2,19,8,5,13,5,19,9,13
"15",8,20,21,15,11,2,1,21,21,10,1,10,21
"16",11,7,13,18,6,13,19,18,5,2,16,11,19
"17",1,2,18,7,13,11,6,10,10,14,18,1,20
"18",5,3,9,20,16,20,10,17,16,8,9,6,12
"19",13,21,5,6,15,14,20,7,19,1,11,2,1
"20",21,6,1,10,20,12,12,20,20,18,21,14,8
"21",18,12,19,16,10,16,18,14,12,15,5,4,6
