"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",26,7,3,8,19,8,11,26
"2",22,19,18,2,16,14,8,19
"3",13,23,26,7,7,9,13,17
"4",25,26,14,24,5,1,21,21
"5",12,5,6,27,15,24,25,18
"6",7,20,8,13,1,4,4,23
"7",5,1,21,3,20,2,18,14
"8",19,4,24,22,12,6,5,11
"9",14,3,13,9,25,19,9,3
"10",27,21,25,14,14,18,26,4
"11",6,18,17,23,9,25,12,2
"12",11,13,12,17,17,3,14,8
"13",17,17,16,12,24,7,24,16
"14",23,12,22,10,2,23,19,10
"15",20,24,7,4,27,26,16,7
"16",10,11,23,25,26,13,15,24
"17",2,6,19,19,3,11,23,6
"18",24,16,10,26,22,10,3,5
"19",16,10,1,1,8,5,27,1
"20",1,9,27,15,23,27,6,20
"21",3,27,5,11,11,12,7,9
"22",18,14,4,20,4,20,10,15
"23",4,15,11,6,13,21,22,25
"24",21,2,9,16,10,15,17,22
"25",9,8,15,5,6,17,2,13
"26",8,22,2,21,21,16,20,12
"27",15,25,20,18,18,22,1,27
