"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,24,15,26,30,13,12,12
"2",25,26,18,10,27,20,6,4
"3",13,4,11,27,4,25,9,3
"4",10,17,26,1,2,23,5,22
"5",2,8,20,4,23,27,22,13
"6",7,5,13,14,21,18,3,30
"7",21,14,22,19,20,24,14,20
"8",22,12,8,6,9,10,2,11
"9",6,30,23,5,5,4,15,1
"10",15,29,7,23,24,30,4,19
"11",8,13,21,22,11,17,29,5
"12",30,10,1,30,29,22,30,25
"13",23,18,9,25,22,6,23,2
"14",27,28,12,3,19,8,28,21
"15",16,3,27,17,28,9,18,9
"16",18,9,5,2,17,16,13,6
"17",20,6,16,11,1,2,27,17
"18",17,23,19,15,10,7,8,24
"19",9,15,2,12,26,5,10,15
"20",24,1,30,8,12,28,11,27
"21",12,25,3,16,15,26,26,10
"22",14,19,25,7,25,14,25,28
"23",3,2,6,18,7,11,24,23
"24",1,21,29,20,18,1,1,7
"25",5,20,10,9,13,21,17,18
"26",28,7,24,24,14,12,7,16
"27",11,11,17,28,16,3,19,26
"28",26,22,4,21,3,15,16,29
"29",29,16,14,13,6,29,20,8
"30",19,27,28,29,8,19,21,14
