"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",7,13,6,23,12,24,8,13,3,21,25,22,24,28,20,22,15,20
"2",25,21,8,21,2,6,20,8,6,26,10,15,5,9,18,18,22,12
"3",16,29,16,16,18,1,18,1,2,15,28,29,15,1,1,28,17,1
"4",27,6,25,17,7,22,9,5,18,10,23,9,12,23,13,19,23,5
"5",19,8,13,26,20,27,24,10,17,6,3,19,28,12,16,27,6,8
"6",12,28,29,29,5,16,3,26,10,16,16,20,8,16,28,24,5,9
"7",29,3,18,12,15,29,1,16,1,9,9,13,2,2,29,12,12,24
"8",23,16,27,22,27,2,28,25,28,13,12,16,19,26,12,21,13,26
"9",28,23,4,13,17,23,19,21,22,24,13,25,17,22,23,10,4,3
"10",24,9,12,8,23,12,5,20,13,20,6,27,9,20,7,25,21,19
"11",8,17,20,28,13,9,15,17,20,4,8,21,4,29,6,8,27,2
"12",14,22,10,2,26,28,6,24,23,3,26,17,13,5,19,17,26,15
"13",9,19,24,10,21,21,17,11,21,23,20,10,6,8,5,23,7,23
"14",18,14,15,5,4,5,2,14,26,28,29,11,29,24,3,13,3,10
"15",6,4,17,25,24,25,25,27,7,27,15,8,16,18,2,11,24,13
"16",5,11,23,6,10,18,26,6,27,17,7,26,20,6,26,16,20,11
"17",3,24,14,11,8,3,21,19,16,8,17,7,26,19,25,26,25,22
"18",15,12,1,15,11,19,13,29,29,29,1,1,1,15,15,29,29,29
"19",10,7,5,4,14,7,12,23,8,12,11,6,21,7,10,20,9,4
"20",17,15,3,9,25,15,27,12,9,7,21,5,7,27,27,1,18,7
"21",11,26,11,3,6,26,23,3,12,18,4,14,11,25,11,6,11,27
"22",13,20,22,19,22,11,11,4,4,2,5,2,18,21,22,14,2,18
"23",22,27,7,27,16,17,4,7,24,11,14,4,22,11,4,7,19,21
"24",1,1,2,20,1,13,29,15,15,1,24,28,14,10,8,15,1,25
"25",2,25,26,18,29,14,7,18,14,25,2,12,25,3,14,2,16,6
"26",26,18,21,7,3,20,16,28,5,5,19,24,27,13,9,3,14,16
"27",4,5,9,14,28,4,10,2,25,14,18,23,3,17,17,4,8,14
"28",20,2,28,1,19,8,14,9,11,22,22,18,23,14,24,9,28,28
"29",21,10,19,24,9,10,22,22,19,19,27,3,10,4,21,5,10,17
