"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",11,13,5,11,6,5,4,9,5,2,6,13,13
"2",6,6,4,5,5,2,3,10,12,10,10,3,2
"3",1,15,15,8,15,1,8,1,8,1,8,8,1
"4",10,11,12,12,11,12,6,7,4,11,14,4,3
"5",5,9,3,14,13,6,11,6,11,12,3,7,12
"6",7,1,14,7,7,9,15,8,10,15,15,14,15
"7",12,3,2,4,8,11,13,5,6,3,4,5,4
"8",15,14,6,6,10,10,9,15,15,14,7,1,9
"9",14,7,13,2,14,7,2,12,7,9,2,12,6
"10",9,10,7,3,2,4,12,2,3,13,11,11,7
"11",13,4,11,13,4,3,10,14,9,5,13,6,10
"12",2,2,9,9,1,8,5,4,1,8,1,2,11
"13",3,8,1,1,9,14,7,13,2,6,12,9,14
"14",8,5,8,15,12,15,1,3,14,4,9,15,8
"15",4,12,10,10,3,13,14,11,13,7,5,10,5
