"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",5,11,15,5,16,8,14,15,8,13,13,4,14
"2",19,4,19,8,8,1,1,10,7,11,17,19,18
"3",3,9,8,13,4,4,7,16,5,4,14,13,8
"4",16,17,4,18,7,9,12,18,4,12,6,9,17
"5",2,3,11,16,15,13,11,7,3,15,2,18,9
"6",9,19,13,2,12,2,9,19,17,19,9,16,7
"7",15,12,14,7,11,6,5,5,2,6,4,5,5
"8",12,13,3,15,17,7,2,9,13,14,12,14,3
"9",18,14,9,6,3,12,13,6,14,2,11,17,13
"10",6,16,17,11,6,16,17,11,9,8,5,15,2
"11",7,10,7,10,1,5,19,8,19,18,1,6,19
"12",11,6,18,19,18,3,16,2,11,3,7,10,12
"13",17,2,10,12,14,11,18,17,16,7,18,7,4
"14",1,1,1,1,2,10,8,1,10,10,10,3,1
"15",10,18,2,9,19,19,10,12,1,1,19,1,10
"16",8,5,5,4,13,14,4,14,12,5,3,12,16
"17",4,15,12,17,10,18,3,3,18,9,15,8,15
"18",13,8,6,3,9,17,15,4,6,17,16,11,6
"19",14,7,16,14,5,15,6,13,15,16,8,2,11
