"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",27,19,4,5,20,1,7,15
"2",26,10,3,23,2,13,24,25
"3",10,13,13,22,4,19,8,14
"4",19,7,20,7,3,4,18,10
"5",25,22,17,14,7,26,15,17
"6",11,12,1,13,23,6,14,2
"7",28,1,24,17,26,21,20,1
"8",14,2,12,26,17,3,16,23
"9",2,9,22,9,18,25,10,8
"10",6,20,5,25,28,23,17,9
"11",13,18,25,19,16,9,21,13
"12",17,26,21,24,24,11,11,19
"13",9,21,19,6,21,17,23,26
"14",15,23,27,11,1,14,6,6
"15",21,11,26,2,13,20,13,22
"16",1,24,9,1,5,8,12,28
"17",22,4,6,18,10,10,9,7
"18",4,6,7,12,14,15,19,18
"19",3,27,15,21,12,2,25,5
"20",23,14,14,10,27,7,26,20
"21",12,28,2,8,11,22,1,21
"22",18,8,10,20,22,27,5,27
"23",8,5,28,28,6,28,27,16
"24",16,15,11,4,9,24,22,4
"25",7,3,16,3,25,12,3,12
"26",5,16,23,16,8,5,4,24
"27",20,25,8,15,19,18,28,11
"28",24,17,18,27,15,16,2,3
