"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",17,22,13,14,3,8,3,15,6,23,15
"2",6,15,18,10,16,22,5,12,19,14,18
"3",18,2,25,13,5,23,25,7,11,11,25
"4",21,3,15,3,12,10,6,23,18,19,1
"5",16,7,3,15,17,6,16,21,15,10,17
"6",5,24,1,6,6,3,9,14,13,9,4
"7",7,1,5,25,25,7,1,6,25,16,9
"8",22,25,20,21,20,19,13,19,1,17,21
"9",8,17,9,2,4,24,17,22,4,15,10
"10",9,6,23,5,19,13,11,9,9,22,12
"11",23,19,8,18,9,12,12,8,20,12,11
"12",3,21,24,19,14,1,24,25,21,25,13
"13",12,5,12,17,21,25,10,16,22,2,5
"14",10,20,19,11,15,9,18,5,2,5,2
"15",2,9,16,16,2,18,15,2,16,20,6
"16",11,10,6,8,8,15,21,18,24,21,22
"17",24,11,17,9,23,4,23,17,7,13,7
"18",15,23,11,4,22,17,22,3,17,8,16
"19",20,14,21,1,1,5,14,10,23,3,20
"20",13,12,10,20,13,2,8,4,8,18,23
"21",1,18,7,12,24,14,7,24,10,4,24
"22",25,8,2,7,11,20,4,1,3,1,14
"23",14,13,22,22,7,16,2,20,14,6,8
"24",4,4,14,23,10,11,20,13,5,7,19
"25",19,16,4,24,18,21,19,11,12,24,3
