"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",23,1,1,24,12,11,13,9,3,10,1,7,1,7,24,13
"2",2,24,24,12,1,12,12,1,1,24,24,13,12,12,1,1
"3",11,4,13,17,17,17,15,14,20,23,21,23,7,2,21,23
"4",3,20,12,5,15,2,4,11,6,18,15,4,18,8,20,20
"5",7,9,3,20,23,1,23,24,10,12,13,14,10,5,16,2
"6",14,5,22,6,6,21,8,16,14,14,4,15,21,9,19,4
"7",1,11,2,14,16,23,9,10,24,9,14,24,20,22,7,6
"8",10,19,6,13,9,8,22,12,17,3,3,17,23,6,3,21
"9",21,15,4,10,2,16,1,23,19,16,10,11,13,24,23,22
"10",4,7,14,8,3,7,16,8,9,6,7,21,11,21,18,15
"11",24,12,16,1,24,13,2,2,13,2,20,19,24,1,13,12
"12",15,14,7,21,7,19,19,5,4,20,18,16,19,17,15,16
"13",22,23,11,4,10,6,18,18,23,15,16,20,2,14,14,5
"14",17,8,23,3,11,24,24,13,2,1,12,1,9,16,10,24
"15",12,13,20,16,13,3,3,20,5,22,2,18,4,23,8,11
"16",18,18,21,15,19,9,20,15,11,8,22,9,17,20,22,8
"17",16,6,5,7,20,4,7,6,15,13,23,12,6,15,5,18
"18",19,21,15,23,22,20,11,19,8,11,8,22,14,11,4,19
"19",8,2,9,2,18,14,17,22,12,21,9,5,22,19,2,10
"20",5,16,18,11,21,22,21,4,21,17,5,8,3,10,12,14
"21",20,10,17,18,5,5,14,7,18,19,11,3,15,4,6,7
"22",6,3,19,22,8,10,5,21,22,5,17,10,16,13,11,17
"23",13,22,10,19,14,15,6,3,16,4,6,2,8,18,17,3
"24",9,17,8,9,4,18,10,17,7,7,19,6,5,3,9,9
