"","V1","V2"
"1",11,12
"2",10,3
"3",15,2
"4",13,17
"5",17,7
"6",7,6
"7",3,16
"8",12,5
"9",8,15
"10",5,1
"11",6,13
"12",14,10
"13",1,11
"14",9,9
"15",4,8
"16",16,14
"17",2,4
