"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",14,24,20,6,4,24,4,10,2
"2",6,26,26,1,18,18,17,5,26
"3",16,5,13,22,12,23,16,6,10
"4",11,13,24,19,2,21,13,20,17
"5",5,19,4,13,26,22,9,2,8
"6",21,23,7,25,10,17,7,16,18
"7",13,14,10,5,15,10,24,3,20
"8",26,16,2,20,13,25,21,13,24
"9",23,1,19,26,1,1,25,1,6
"10",10,25,6,21,22,6,22,26,13
"11",2,21,17,17,7,13,20,7,16
"12",22,3,18,9,17,20,10,25,21
"13",12,2,1,16,16,12,3,15,7
"14",4,4,5,8,3,8,14,11,22
"15",8,17,16,3,11,2,11,14,12
"16",24,22,14,7,24,11,15,19,5
"17",20,12,8,18,19,4,12,8,1
"18",19,11,3,2,5,14,18,24,9
"19",17,20,12,14,6,5,2,22,25
"20",3,15,22,23,14,9,8,23,4
"21",18,18,23,10,20,16,26,12,11
"22",9,10,15,24,23,15,5,9,23
"23",15,6,21,15,25,3,19,17,19
"24",7,8,11,12,8,19,23,18,3
"25",1,7,9,4,21,26,1,21,15
"26",25,9,25,11,9,7,6,4,14
