"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",9,23,24,27,28,13,18,19,23,19,18
"2",20,12,11,28,12,9,27,2,20,13,25
"3",26,24,4,8,16,24,26,17,10,11,19
"4",25,16,17,23,24,11,11,27,7,2,23
"5",17,21,15,3,21,3,19,23,15,8,12
"6",8,11,10,17,14,18,20,20,6,4,2
"7",23,2,26,2,15,22,12,3,22,3,6
"8",28,9,25,18,10,1,2,22,14,28,17
"9",10,19,1,11,6,2,22,5,28,1,22
"10",22,13,3,1,2,8,17,18,3,25,8
"11",15,28,28,24,7,21,24,25,2,15,10
"12",18,10,22,14,20,27,16,6,4,18,21
"13",21,18,12,12,17,16,4,24,27,21,7
"14",27,27,7,15,25,5,14,9,24,16,1
"15",7,14,2,19,23,20,6,4,16,14,11
"16",4,7,21,21,18,6,25,14,26,7,9
"17",5,26,18,7,13,7,7,1,5,23,14
"18",3,1,6,13,9,12,15,26,17,10,20
"19",2,17,27,5,22,17,23,10,13,27,26
"20",11,5,19,10,26,26,28,28,18,24,3
"21",19,25,20,16,3,19,5,15,19,5,27
"22",13,15,23,9,8,10,10,13,11,12,4
"23",6,8,14,4,5,23,9,21,25,17,24
"24",14,20,9,22,11,25,13,12,21,26,15
"25",16,6,8,6,27,14,3,11,1,6,16
"26",1,22,13,26,1,28,1,7,8,9,5
"27",12,3,5,25,19,4,8,16,9,22,28
"28",24,4,16,20,4,15,21,8,12,20,13
