"","V1","V2","V3","V4"
"1",17,22,16,5
"2",2,20,8,8
"3",1,3,19,17
"4",10,7,15,20
"5",13,10,11,10
"6",7,23,5,19
"7",21,19,2,11
"8",20,6,6,1
"9",16,11,7,16
"10",14,4,3,22
"11",3,12,14,2
"12",6,5,22,9
"13",22,8,18,7
"14",9,2,9,4
"15",18,1,13,13
"16",12,21,20,15
"17",11,14,4,6
"18",23,16,10,18
"19",19,13,21,21
"20",8,15,17,12
"21",5,18,12,23
"22",15,17,23,3
"23",4,9,1,14
