"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",8,19,19,15,6,17,13,17,2,13,16,14,13,19,13,12
"2",14,4,7,6,15,18,5,11,3,14,17,8,4,5,16,9
"3",3,8,15,17,14,16,7,4,11,17,5,16,18,8,14,5
"4",20,10,20,10,12,9,19,12,20,20,19,10,16,2,7,2
"5",19,18,2,20,16,8,11,1,9,8,20,19,1,12,10,10
"6",7,1,10,1,11,2,20,20,10,11,1,20,11,1,20,11
"7",9,13,4,14,17,14,6,16,18,4,3,13,8,3,8,16
"8",12,20,9,9,20,19,12,19,14,10,10,1,19,9,1,1
"9",4,5,14,5,19,10,15,14,6,5,13,15,7,14,5,6
"10",17,14,17,7,13,5,8,15,7,7,6,7,17,15,17,15
"11",1,2,1,11,1,1,9,10,1,1,11,11,20,10,11,20
"12",10,16,12,13,7,7,17,3,4,2,8,4,6,4,15,3
"13",13,7,3,18,8,4,3,18,8,18,9,9,9,18,4,4
"14",2,15,8,3,4,11,10,13,17,19,2,3,2,17,12,8
"15",15,3,18,19,3,15,18,9,13,9,4,6,5,11,6,13
"16",5,17,16,8,9,3,2,5,16,12,14,12,3,7,3,14
"17",16,12,5,4,5,12,14,6,5,16,7,17,14,6,2,17
"18",6,9,6,16,18,6,16,8,15,15,15,5,12,13,18,18
"19",18,11,11,12,2,20,1,7,19,6,12,18,10,16,19,7
"20",11,6,13,2,10,13,4,2,12,3,18,2,15,20,9,19
