"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",24,2,15,15,3,17,19,19,7,9,12,16,5,23,19
"2",11,18,6,4,6,14,4,22,22,7,10,20,21,12,21
"3",7,17,24,9,11,10,20,16,3,8,19,4,14,5,16
"4",3,10,14,7,23,5,8,7,4,15,6,24,15,22,22
"5",15,8,18,11,4,7,16,8,23,11,5,11,23,3,8
"6",25,13,12,14,13,25,1,6,14,1,18,25,25,1,15
"7",13,15,17,25,16,13,11,10,25,2,25,5,3,25,25
"8",18,5,8,19,10,21,9,15,17,17,7,3,12,6,23
"9",16,11,3,21,21,3,24,17,11,12,22,10,22,16,20
"10",14,14,25,24,7,24,25,1,2,14,8,19,8,13,1
"11",10,19,10,17,19,6,18,5,19,20,14,17,6,8,18
"12",17,20,19,10,22,20,7,14,18,10,20,18,11,19,7
"13",5,6,4,12,15,12,21,13,16,3,3,22,7,15,4
"14",6,1,1,8,1,23,13,2,24,25,21,12,13,17,17
"15",22,12,5,6,8,11,6,9,6,19,17,9,4,14,9
"16",21,7,23,23,12,9,14,23,20,21,15,23,18,20,12
"17",19,24,9,2,9,2,17,3,13,6,13,2,16,21,3
"18",23,22,22,5,17,18,22,11,12,24,2,13,19,10,24
"19",4,21,21,16,5,1,2,18,15,18,4,6,2,18,14
"20",20,25,2,18,25,8,10,25,1,4,1,14,10,2,13
"21",2,23,11,22,2,15,12,12,8,16,23,21,20,7,5
"22",9,16,7,13,18,22,15,21,5,22,9,7,24,24,6
"23",8,3,20,20,20,16,5,4,9,5,11,8,17,11,11
"24",1,9,13,1,24,19,23,24,21,13,16,1,1,9,10
"25",12,4,16,3,14,4,3,20,10,23,24,15,9,4,2
