"","V1","V2","V3","V4","V5","V6","V7"
"1",10,11,5,17,11,20,11
"2",8,4,9,21,20,1,16
"3",7,6,2,3,14,14,1
"4",15,15,6,5,21,17,6
"5",20,21,8,1,10,8,9
"6",2,1,21,19,9,16,7
"7",11,9,19,4,7,4,12
"8",18,14,1,10,8,2,19
"9",4,12,18,9,19,10,10
"10",6,16,15,15,13,3,5
"11",1,18,4,7,16,5,15
"12",5,13,12,2,2,18,17
"13",16,17,17,20,3,13,14
"14",12,20,20,14,17,19,20
"15",3,8,7,16,5,9,21
"16",21,5,16,8,4,21,4
"17",14,2,14,6,12,11,18
"18",19,7,11,12,15,15,13
"19",17,10,13,18,18,6,2
"20",9,19,10,11,6,12,3
"21",13,3,3,13,1,7,8
