"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",15,7,7,9,16,9,16,2,1,1
"2",7,4,10,11,3,5,4,14,7,2
"3",13,5,15,3,4,13,14,10,6,9
"4",2,9,1,6,6,16,3,13,2,15
"5",11,14,3,8,5,12,6,4,9,5
"6",5,8,11,7,7,4,13,3,10,13
"7",10,6,2,5,12,2,11,15,14,6
"8",8,15,8,13,14,14,12,16,8,14
"9",9,12,16,16,10,1,1,1,5,8
"10",3,11,5,15,2,8,15,11,12,7
"11",16,16,9,1,1,3,7,7,16,16
"12",14,10,13,10,11,10,5,12,13,11
"13",4,13,12,4,13,7,8,9,4,4
"14",1,1,14,12,9,15,10,5,15,3
"15",12,2,4,14,8,6,9,8,3,12
"16",6,3,6,2,15,11,2,6,11,10
