"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",19,23,25,28,26,12,19,1,18,11,22,8,28
"2",24,4,11,25,17,16,26,22,8,5,15,24,26
"3",11,27,2,5,24,14,22,16,28,8,4,19,23
"4",5,11,20,10,3,27,18,29,13,9,28,21,22
"5",22,10,8,19,4,10,20,13,5,12,3,7,4
"6",16,26,10,7,2,25,27,2,7,23,16,3,14
"7",13,3,23,21,27,26,15,15,25,22,17,23,5
"8",18,8,26,13,10,23,28,20,20,14,5,14,17
"9",29,29,1,29,15,28,1,19,2,19,29,15,6
"10",10,28,24,15,11,3,10,23,12,6,13,5,3
"11",12,19,16,9,18,7,17,21,4,20,19,12,19
"12",8,13,28,12,23,8,29,11,1,3,24,29,8
"13",17,15,22,18,20,1,2,4,9,27,2,20,25
"14",2,24,15,20,28,19,6,25,6,13,6,27,16
"15",28,1,6,11,29,4,16,5,16,1,9,13,15
"16",6,9,12,8,16,13,4,3,23,10,14,16,7
"17",21,25,9,14,12,11,11,10,22,24,27,25,20
"18",7,22,14,27,7,6,24,17,17,29,8,22,10
"19",26,20,21,4,14,21,21,8,14,17,11,26,2
"20",3,16,5,16,21,18,25,27,21,26,21,10,1
"21",25,14,29,24,1,9,9,28,29,21,12,17,13
"22",20,18,13,1,19,29,14,26,24,4,1,1,9
"23",15,6,4,3,5,5,5,24,19,16,20,28,29
"24",27,21,17,17,6,22,3,14,26,2,18,9,24
"25",23,7,19,6,25,15,7,18,11,28,25,6,11
"26",14,17,3,22,9,20,13,7,10,7,23,18,12
"27",4,2,27,2,8,17,12,9,3,25,7,11,27
"28",9,12,7,26,22,24,8,12,15,18,10,4,21
"29",1,5,18,23,13,2,23,6,27,15,26,2,18
