"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",12,5,7,5,2,6,7,5,16,6,11,7,4,3
"2",17,11,9,12,8,1,1,17,9,1,18,10,18,2
"3",1,12,2,9,9,9,15,18,17,10,6,4,1,18
"4",18,10,12,1,18,10,18,9,18,5,1,18,10,9
"5",3,3,6,15,7,11,3,13,13,17,9,17,8,6
"6",6,8,16,6,5,16,4,11,11,3,5,6,13,16
"7",5,9,13,18,16,7,8,2,15,15,14,11,17,17
"8",9,7,1,8,17,18,10,10,1,18,17,1,9,1
"9",14,14,15,11,3,17,12,12,14,13,15,14,3,10
"10",13,2,14,4,13,5,13,15,10,14,8,3,15,7
"11",15,13,5,7,12,4,5,7,7,16,4,13,7,15
"12",7,4,17,10,10,2,16,1,2,2,10,15,6,11
"13",8,17,3,2,4,8,9,14,4,7,12,16,16,13
"14",2,18,18,16,1,3,11,8,6,11,2,8,11,4
"15",10,15,4,13,14,14,14,4,12,4,7,12,14,5
"16",11,1,10,17,15,15,6,16,3,8,3,9,2,12
"17",16,6,8,14,6,12,17,6,5,12,13,5,12,14
"18",4,16,11,3,11,13,2,3,8,9,16,2,5,8
