"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,12,10,5,4,11,4,7,10,3,2,12,3,10
"2",7,1,8,15,15,8,8,14,1,9,1,1,2,9
"3",15,13,9,7,8,2,10,8,14,15,9,2,1,1
"4",4,7,14,13,9,15,12,13,9,1,13,8,5,3
"5",6,4,2,6,5,13,11,11,13,12,5,5,9,12
"6",10,10,7,14,7,14,7,2,15,7,11,14,14,13
"7",1,15,15,8,1,7,15,1,2,8,8,7,8,15
"8",8,14,1,9,14,10,1,9,8,10,15,15,10,2
"9",5,8,6,1,2,1,2,15,7,14,10,9,15,8
"10",13,5,12,12,3,9,9,5,6,13,3,11,11,4
"11",2,2,5,11,10,6,3,4,12,4,7,4,12,5
"12",12,6,13,3,13,5,5,3,11,11,14,6,6,11
"13",9,3,4,4,6,4,13,6,3,6,12,13,4,6
"14",11,11,11,2,12,12,14,10,5,5,6,3,13,7
"15",14,9,3,10,11,3,6,12,4,2,4,10,7,14
