"","V1","V2","V3"
"1",15,6,17
"2",19,8,22
"3",17,2,4
"4",20,23,7
"5",6,13,10
"6",12,15,21
"7",4,20,16
"8",8,7,8
"9",21,12,1
"10",5,5,2
"11",2,16,5
"12",11,1,14
"13",9,11,18
"14",10,19,3
"15",16,17,9
"16",7,22,23
"17",23,18,19
"18",13,10,6
"19",22,4,11
"20",18,14,15
"21",1,9,13
"22",14,21,12
"23",3,3,20
