"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",18,7,2,21,5,15,11,23,5,3,13,9,10
"2",9,3,12,17,15,16,4,17,8,11,5,3,21
"3",23,5,8,13,6,23,14,3,15,22,7,17,25
"4",20,13,24,11,24,2,9,21,13,18,4,8,16
"5",11,8,11,2,22,17,8,1,23,17,25,11,2
"6",15,15,21,14,3,9,25,2,2,8,1,1,1
"7",8,23,9,12,9,8,10,22,11,10,19,16,3
"8",6,19,18,19,23,19,12,10,14,4,6,23,6
"9",21,14,5,10,17,21,6,8,3,7,21,21,18
"10",17,2,20,18,7,10,7,11,21,20,20,24,13
"11",24,9,16,7,13,7,15,15,17,6,23,4,8
"12",7,1,25,4,11,24,21,6,12,1,18,7,14
"13",1,11,15,22,2,20,24,19,10,16,24,18,15
"14",3,6,22,9,19,12,17,24,24,9,12,20,22
"15",19,21,14,20,20,11,22,4,16,12,17,10,20
"16",10,12,7,23,10,4,18,9,22,5,3,14,17
"17",13,16,6,16,18,22,19,20,20,21,16,2,7
"18",12,18,19,6,8,18,16,14,4,19,11,12,19
"19",2,20,4,8,4,13,5,7,19,15,8,6,11
"20",16,4,3,5,21,5,23,12,9,14,9,19,5
"21",4,10,17,15,16,3,2,5,6,24,14,15,9
"22",5,25,1,25,25,6,13,13,1,23,22,5,23
"23",25,22,10,1,14,14,20,25,7,25,2,25,12
"24",14,17,13,3,1,1,3,18,18,2,15,22,24
"25",22,24,23,24,12,25,1,16,25,13,10,13,4
