"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,13,22,23,17,21,12,9,11,11
"2",16,17,7,3,20,18,23,7,13,17
"3",2,10,16,14,21,19,15,20,22,1
"4",24,7,1,8,11,23,21,22,8,12
"5",5,18,4,17,6,20,6,12,7,22
"6",9,23,2,12,15,6,18,10,17,3
"7",14,3,10,10,7,22,8,5,20,6
"8",22,22,12,22,8,17,17,18,18,20
"9",4,4,8,24,2,3,24,17,12,5
"10",1,21,11,7,22,8,7,2,9,9
"11",19,15,5,5,3,11,14,14,23,10
"12",23,1,19,1,18,4,5,11,21,24
"13",3,5,24,4,9,10,16,6,2,19
"14",11,6,3,20,23,9,9,24,19,18
"15",10,20,18,2,4,16,10,23,5,4
"16",17,16,23,16,10,7,4,21,14,7
"17",21,11,6,21,14,14,2,3,3,2
"18",12,12,20,11,1,13,20,1,15,23
"19",7,8,13,6,13,15,3,16,16,14
"20",18,24,21,13,24,24,1,15,1,15
"21",15,2,14,18,19,12,19,13,6,8
"22",13,14,9,9,16,2,13,19,4,21
"23",20,9,15,15,5,5,11,8,10,16
"24",6,19,17,19,12,1,22,4,24,13
