"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,13,19,3,9,9,7,21,14,18,5,20,16,15,18
"2",5,1,18,13,3,14,18,15,15,6,14,19,5,3,15
"3",20,2,5,8,20,3,12,4,16,11,18,21,15,16,13
"4",8,20,9,12,21,4,1,14,4,20,10,18,6,10,9
"5",14,14,7,7,6,16,9,17,7,4,19,17,10,20,4
"6",16,4,15,11,2,11,2,9,19,19,12,7,19,21,5
"7",17,5,11,19,15,8,8,19,9,17,20,5,8,4,16
"8",2,17,14,1,8,1,4,8,21,8,21,10,11,5,12
"9",6,9,4,17,10,5,17,16,18,13,3,9,9,18,6
"10",10,7,21,6,13,6,20,12,2,3,17,3,17,9,8
"11",4,3,10,2,16,17,13,10,8,14,4,15,20,6,2
"12",1,21,1,22,1,12,11,22,5,12,15,1,22,14,11
"13",18,19,13,20,11,2,19,11,10,5,8,16,21,22,20
"14",21,6,20,18,7,20,6,7,3,10,6,14,7,13,10
"15",7,16,17,14,18,19,16,6,6,16,16,8,13,19,17
"16",13,22,22,16,22,10,10,2,13,1,1,11,12,1,3
"17",22,15,6,10,5,22,22,13,12,22,2,4,14,7,14
"18",15,12,3,4,4,7,15,5,1,15,11,12,2,2,22
"19",19,18,16,5,17,15,14,20,17,9,9,6,3,11,7
"20",3,8,8,9,14,13,3,3,11,2,7,2,4,17,19
"21",12,10,2,15,19,21,5,18,20,7,13,13,18,8,21
"22",11,11,12,21,12,18,21,1,22,21,22,22,1,12,1
