"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",24,5,9,24,16,11,11,1,17,23,2,16
"2",6,1,24,1,9,1,24,2,2,11,13,24
"3",18,6,7,6,10,6,4,19,8,7,18,14
"4",1,24,6,12,6,24,3,13,7,24,1,1
"5",20,4,22,16,7,13,17,18,13,18,10,3
"6",13,18,3,17,17,4,8,17,14,10,8,23
"7",7,20,8,15,8,16,16,3,15,4,16,13
"8",3,17,21,22,14,9,6,7,9,14,19,6
"9",23,19,10,8,24,15,10,24,1,12,15,4
"10",8,11,14,20,1,3,1,23,18,20,14,10
"11",14,8,17,10,20,2,12,5,16,3,23,2
"12",11,2,1,14,23,14,5,9,24,19,20,19
"13",16,23,19,23,5,22,13,20,22,9,21,17
"14",9,22,18,5,19,7,15,14,5,21,12,15
"15",4,12,20,13,22,12,23,22,11,6,3,18
"16",15,13,16,7,4,17,7,4,10,17,6,20
"17",5,9,4,4,3,10,14,10,21,8,7,5
"18",10,3,15,19,12,19,9,15,3,5,5,8
"19",2,7,12,9,15,21,18,16,19,15,17,22
"20",12,15,2,2,13,18,21,21,12,22,24,7
"21",17,10,5,21,21,23,19,6,6,13,11,11
"22",22,14,11,18,2,8,20,12,4,1,22,21
"23",19,21,13,11,11,5,22,8,23,16,4,9
"24",21,16,23,3,18,20,2,11,20,2,9,12
