"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",10,19,20,9,14,18,13,10,7,4,1
"2",11,4,2,17,3,19,19,18,15,3,11
"3",12,20,1,14,13,7,2,1,20,10,20
"4",8,2,9,1,20,14,4,6,2,1,15
"5",20,1,14,10,17,10,14,17,12,20,19
"6",3,12,7,8,2,1,12,4,11,5,18
"7",5,18,4,11,4,11,6,13,5,19,9
"8",19,14,15,19,7,9,5,7,13,2,5
"9",4,13,8,18,19,15,11,16,18,12,4
"10",9,10,19,20,6,6,15,14,1,14,17
"11",17,7,6,15,11,17,8,9,8,13,16
"12",2,15,16,3,10,20,1,20,10,15,13
"13",16,17,10,5,8,12,17,12,17,8,14
"14",15,9,18,6,1,16,9,3,19,18,8
"15",18,11,3,4,15,5,10,19,3,6,7
"16",14,16,12,16,18,2,20,5,6,16,10
"17",7,8,5,2,12,8,18,8,14,17,2
"18",6,6,17,12,16,4,7,11,16,7,12
"19",1,5,13,13,9,13,16,2,4,9,6
"20",13,3,11,7,5,3,3,15,9,11,3
