"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5,5,8,4,14,7,2,16,12,6
"2",8,13,2,5,13,5,13,4,17,17
"3",10,12,12,12,1,19,1,15,19,19
"4",3,18,18,13,18,4,6,8,10,1
"5",11,3,5,10,19,2,16,12,1,10
"6",18,15,6,17,9,1,3,2,14,9
"7",14,19,10,2,7,8,5,11,2,16
"8",17,6,11,15,15,10,18,6,9,18
"9",12,17,7,7,2,14,15,7,11,5
"10",1,7,1,1,6,18,19,1,4,2
"11",13,1,17,19,10,9,14,19,18,4
"12",2,14,15,9,8,11,17,13,13,11
"13",9,2,16,8,11,15,4,3,7,12
"14",15,9,14,3,17,17,9,9,16,8
"15",7,10,13,14,5,6,10,5,3,7
"16",19,8,19,6,3,3,11,17,8,14
"17",16,11,3,11,12,12,7,14,6,3
"18",4,4,4,16,4,13,8,10,15,15
"19",6,16,9,18,16,16,12,18,5,13
