"","V1","V2","V3"
"1",18,14,12
"2",23,10,1
"3",15,2,3
"4",17,25,7
"5",22,22,14
"6",13,8,8
"7",5,21,2
"8",9,13,4
"9",12,16,25
"10",20,17,5
"11",3,24,23
"12",16,12,20
"13",2,6,6
"14",4,11,13
"15",25,3,10
"16",1,15,16
"17",11,23,11
"18",8,9,22
"19",10,4,15
"20",7,18,9
"21",24,19,21
"22",19,5,24
"23",14,20,18
"24",21,7,17
"25",6,1,19
