"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",9,15,19,8,8,6,4,3,11,4,17,19,6,18,3,6,7,10,4
"2",10,21,5,16,10,13,8,20,9,19,19,20,15,20,12,19,21,20,10
"3",11,1,12,1,11,12,21,22,1,2,1,12,12,11,22,1,11,22,3
"4",20,18,18,17,7,16,18,5,8,9,8,16,19,4,18,15,9,15,7
"5",6,4,7,19,13,8,16,8,6,16,3,17,3,15,5,14,4,16,19
"6",14,14,17,4,5,20,6,13,4,18,7,9,4,16,16,8,18,17,18
"7",8,2,20,11,3,4,15,19,13,14,13,8,21,21,20,16,13,8,21
"8",3,8,4,18,9,7,10,16,16,5,6,4,5,3,19,7,20,11,8
"9",12,22,1,9,19,14,13,9,10,10,16,11,2,2,17,2,2,2,22
"10",5,17,2,10,20,21,2,21,20,13,5,10,22,13,8,11,8,14,5
"11",4,19,16,5,16,3,9,15,7,7,4,15,13,7,7,20,15,4,15
"12",18,3,14,15,17,15,5,18,5,20,15,5,7,5,4,13,10,6,6
"13",19,7,15,20,18,10,3,14,19,8,21,18,17,14,15,3,14,13,20
"14",1,11,22,22,2,18,11,11,2,11,22,1,11,12,11,21,1,9,1
"15",7,6,9,6,6,19,17,7,17,17,20,13,16,6,6,4,17,7,9
"16",22,10,11,12,22,22,22,12,12,1,11,14,1,22,1,22,22,12,12
"17",15,20,13,21,15,5,19,6,21,15,10,7,10,19,10,9,19,3,2
"18",21,13,3,13,12,2,12,2,3,12,14,2,20,10,2,5,16,21,16
"19",13,5,6,2,14,17,7,4,15,3,9,3,18,17,14,18,6,5,14
"20",16,12,10,14,1,1,1,10,14,21,2,21,14,9,21,10,3,1,11
"21",2,9,21,3,21,11,14,1,22,22,12,22,9,1,13,12,12,19,13
"22",17,16,8,7,4,9,20,17,18,6,18,6,8,8,9,17,5,18,17
