"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",5,14,12,14,13,6,4,5,11,4,12,13,5,13,11
"2",9,17,8,17,17,1,17,9,8,15,16,1,10,9,1
"3",1,9,17,1,10,2,2,17,17,17,9,9,9,1,8
"4",11,2,10,16,3,8,12,8,16,1,1,7,2,2,10
"5",12,6,14,3,11,11,15,14,6,6,15,5,7,14,12
"6",17,1,1,8,9,17,1,1,9,9,17,17,1,10,9
"7",10,8,15,4,16,15,10,7,13,3,8,16,17,7,3
"8",16,12,11,7,6,5,11,11,5,16,5,15,4,15,4
"9",8,16,3,9,1,9,8,16,1,2,14,10,16,17,7
"10",2,11,9,2,2,13,7,6,2,10,11,2,3,8,17
"11",4,4,6,6,5,3,13,12,12,8,13,14,12,6,14
"12",15,5,7,10,12,4,6,4,3,5,7,3,11,4,6
"13",13,13,2,5,15,7,5,10,15,11,2,6,13,12,15
"14",3,10,5,11,8,14,16,3,14,7,3,8,8,16,2
"15",6,3,13,12,4,12,3,13,10,13,6,4,14,11,5
"16",14,15,16,13,7,10,14,2,7,12,10,11,15,3,16
"17",7,7,4,15,14,16,9,15,4,14,4,12,6,5,13
