"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",14,15,15,24,13,25,25,20,26,2,13,19,26,25,24,14,1,25,14,14,2,14,26
"2",11,8,25,20,10,6,7,15,16,3,3,17,4,9,5,22,7,21,5,24,12,6,16
"3",7,7,5,18,5,8,19,24,18,7,6,7,24,17,21,7,21,17,10,5,18,19,10
"4",6,12,11,15,3,10,8,2,9,22,15,15,23,16,16,23,4,2,25,25,24,16,25
"5",25,21,6,1,9,9,17,7,17,4,12,23,19,6,8,24,24,5,16,13,7,21,17
"6",8,13,3,2,20,19,20,18,10,21,2,9,7,10,12,19,5,20,21,11,3,20,5
"7",24,9,21,9,21,4,24,6,23,17,5,13,3,8,22,11,20,11,23,18,15,15,24
"8",13,3,2,13,14,12,26,1,1,25,14,1,1,26,1,26,15,13,13,12,14,1,12
"9",15,26,26,14,25,14,12,26,13,14,11,2,14,7,19,25,26,26,1,15,26,13,1
"10",5,5,9,21,19,20,23,10,25,9,22,22,15,11,11,20,18,7,9,20,23,9,4
"11",12,1,14,8,26,26,13,25,14,1,25,26,2,14,13,12,14,1,26,1,13,25,14
"12",9,2,16,4,8,5,4,9,11,20,23,20,11,21,20,2,23,23,15,16,8,11,6
"13",16,19,12,10,7,23,16,4,6,8,9,5,5,12,23,6,8,4,6,21,6,8,7
"14",21,17,17,22,22,11,5,3,4,5,7,24,10,18,6,9,12,18,19,9,22,17,3
"15",23,4,7,7,18,15,10,19,5,6,20,11,20,3,18,8,6,22,17,19,20,2,18
"16",4,10,19,12,15,21,9,17,3,24,8,25,22,5,10,5,22,12,4,6,5,12,20
"17",1,25,13,25,12,1,14,13,12,26,1,12,17,1,25,15,13,6,18,3,16,3,2
"18",19,18,24,16,11,16,18,8,22,23,21,18,6,2,15,3,3,15,11,2,25,24,11
"19",26,14,1,26,1,13,1,14,2,13,26,14,13,13,26,13,19,14,2,26,1,26,13
"20",3,24,10,17,17,17,11,11,21,12,10,8,9,24,2,4,17,24,24,23,10,23,19
"21",20,6,18,19,4,22,3,23,20,19,17,4,18,4,3,16,10,9,20,17,9,18,8
"22",2,23,20,6,24,7,2,5,24,11,18,6,25,15,14,18,9,16,12,7,4,5,15
"23",18,16,22,11,6,24,21,12,8,10,24,10,16,19,4,21,25,19,22,4,17,7,22
"24",22,11,4,23,23,2,15,16,15,16,19,3,12,20,9,1,2,3,8,8,11,10,23
"25",17,20,8,5,2,18,6,22,19,18,4,21,8,23,17,17,16,10,7,10,21,4,21
"26",10,22,23,3,16,3,22,21,7,15,16,16,21,22,7,10,11,8,3,22,19,22,9
