"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,13,11,6,2,5,2,8,2,8,10,16,19,19,12,12,14,1
"2",15,3,6,8,18,15,6,15,4,15,13,2,3,13,11,14,7,4
"3",5,10,13,14,12,8,14,17,19,19,4,4,13,14,17,15,18,3
"4",8,4,1,19,6,2,17,9,10,13,6,1,20,8,13,11,2,13
"5",19,15,10,18,15,3,18,12,14,11,14,18,5,15,19,2,9,7
"6",12,14,8,2,14,19,19,6,11,4,16,5,15,7,5,13,19,6
"7",6,2,18,16,17,13,7,7,16,9,19,6,16,18,9,3,13,12
"8",10,18,3,1,9,6,5,19,8,14,18,9,8,16,15,7,17,15
"9",7,19,7,10,8,11,15,11,20,6,11,7,1,20,2,20,5,18
"10",3,7,4,7,16,18,11,4,15,12,9,17,7,5,16,18,15,16
"11",14,16,2,13,5,17,8,5,17,3,3,13,11,12,14,5,6,2
"12",9,8,16,11,10,4,4,2,18,16,17,15,4,4,4,10,1,5
"13",16,9,12,3,19,10,16,3,7,18,7,14,14,17,7,6,4,17
"14",18,20,19,5,11,14,1,10,12,17,2,10,18,3,20,16,8,11
"15",17,17,17,17,3,9,9,1,6,10,8,3,6,9,6,19,16,9
"16",4,12,14,20,20,20,3,16,9,2,5,12,2,10,1,9,11,14
"17",11,11,5,15,7,16,12,20,3,20,12,20,17,1,3,1,12,10
"18",13,5,20,9,1,7,20,18,13,1,20,19,12,11,10,17,10,19
"19",20,1,9,12,13,1,10,13,1,7,1,11,10,2,8,8,20,20
"20",2,6,15,4,4,12,13,14,5,5,15,8,9,6,18,4,3,8
