"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",7,14,10,10,17,13,14,5,8,3,17
"2",4,12,3,6,19,14,11,17,19,14,6
"3",11,19,8,4,9,5,19,6,17,7,8
"4",13,9,15,15,13,12,20,16,7,12,9
"5",5,17,11,16,10,17,2,12,1,6,3
"6",14,18,1,1,14,11,4,1,6,16,20
"7",20,5,2,18,3,15,18,3,10,2,5
"8",2,1,5,13,8,4,16,20,2,11,18
"9",9,16,20,8,2,1,15,14,9,18,2
"10",6,8,13,2,4,7,7,18,5,1,11
"11",1,13,18,12,6,10,5,2,14,10,7
"12",17,2,17,5,18,9,12,10,3,8,4
"13",3,6,16,3,11,18,17,9,13,17,15
"14",16,11,6,11,7,19,9,7,4,19,10
"15",8,7,7,19,15,6,8,8,12,13,1
"16",18,15,12,17,5,8,13,11,18,15,16
"17",12,4,9,9,1,16,6,15,16,9,19
"18",10,3,14,14,20,2,1,4,20,20,12
"19",15,20,19,20,16,20,10,19,15,4,13
"20",19,10,4,7,12,3,3,13,11,5,14
