"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,16,13,8,10,16,15,7,19,20,14,18,10,9,6,15,7,18,19
"2",20,20,11,11,1,5,10,11,8,11,20,1,20,8,11,20,15,2,20
"3",7,7,5,4,14,7,3,4,6,9,16,16,6,6,17,18,6,6,13
"4",2,11,9,16,15,12,12,8,1,19,2,4,8,16,20,6,16,5,14
"5",19,13,3,20,2,1,8,9,18,8,13,14,7,12,19,7,10,15,5
"6",3,5,4,2,8,11,9,12,11,15,9,3,19,20,15,13,3,17,2
"7",4,8,17,18,18,14,2,17,17,10,15,5,14,11,9,19,18,13,7
"8",9,2,2,10,3,15,7,19,4,12,5,17,4,13,5,11,19,12,18
"9",10,12,18,3,9,20,6,2,14,3,12,13,17,17,13,8,17,3,17
"10",16,1,10,6,19,19,1,10,12,18,1,15,11,4,12,2,11,10,1
"11",13,3,14,9,13,3,14,1,16,13,17,6,5,19,2,12,13,7,4
"12",12,18,16,17,6,13,4,6,7,4,7,2,9,5,4,10,4,8,3
"13",15,15,7,5,12,4,5,15,2,2,3,8,13,15,7,16,12,19,8
"14",5,4,8,13,4,6,18,3,15,5,4,7,16,7,8,4,9,14,15
"15",6,19,12,1,20,8,13,13,10,7,11,12,3,1,1,5,20,20,11
"16",14,6,15,12,11,10,11,16,20,1,6,20,1,10,16,1,1,1,9
"17",8,17,19,7,5,9,17,18,5,17,18,11,15,14,18,3,8,9,6
"18",17,9,20,14,7,18,19,5,3,14,10,9,2,2,14,17,14,16,10
"19",18,10,6,15,16,17,20,14,9,6,19,19,18,18,3,9,5,11,12
"20",11,14,1,19,17,2,16,20,13,16,8,10,12,3,10,14,2,4,16
