"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",15,20,6,16,2,1,19,15,2,10,2,2
"2",4,7,5,2,6,12,11,16,20,19,12,4
"3",14,19,20,4,10,4,10,9,18,1,20,16
"4",3,15,19,8,14,18,17,12,12,17,3,7
"5",16,6,18,15,16,10,7,14,3,18,10,17
"6",19,17,13,13,8,7,13,5,9,16,14,5
"7",11,13,11,5,7,5,4,17,7,14,5,13
"8",18,9,3,9,3,19,3,11,13,13,16,19
"9",7,3,14,12,11,2,2,13,14,4,11,3
"10",9,14,15,3,18,14,1,1,1,12,17,1
"11",1,2,7,6,12,9,9,4,8,9,1,20
"12",2,11,17,18,1,8,8,19,11,7,18,9
"13",8,4,10,19,9,17,20,8,6,20,19,14
"14",17,12,9,20,15,13,5,7,19,5,4,6
"15",5,18,1,11,5,16,6,6,4,3,9,11
"16",20,1,12,1,20,20,14,20,10,2,8,12
"17",6,10,2,17,19,3,12,2,15,15,6,15
"18",12,8,4,7,17,6,16,10,5,6,15,8
"19",10,16,8,14,13,15,15,18,16,8,13,18
"20",13,5,16,10,4,11,18,3,17,11,7,10
