"","V1","V2","V3","V4","V5","V6","V7"
"1",8,18,12,2,13,6,14
"2",20,8,15,1,8,15,1
"3",10,16,16,15,1,2,3
"4",13,13,9,17,12,11,6
"5",12,2,7,6,9,1,18
"6",17,10,18,12,14,4,17
"7",4,7,3,20,17,3,11
"8",1,1,13,16,16,14,15
"9",3,15,17,7,10,18,10
"10",14,6,14,9,5,8,12
"11",7,12,10,10,20,19,20
"12",15,20,4,8,15,17,4
"13",18,3,11,19,3,20,8
"14",6,4,1,11,11,9,2
"15",19,17,6,13,19,7,9
"16",2,11,8,5,4,5,5
"17",16,14,2,3,2,13,16
"18",9,9,5,14,7,16,13
"19",11,5,19,4,18,12,7
"20",5,19,20,18,6,10,19
