"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",11,1,2,11,14,1,11,11,19,9,1,1,1,20
"2",20,14,4,12,3,4,2,4,8,13,10,8,5,2
"3",16,8,8,16,1,19,3,14,17,8,13,14,18,15
"4",10,4,7,7,16,5,6,9,4,17,16,12,17,7
"5",18,6,20,4,20,3,19,20,13,14,9,19,11,13
"6",17,7,5,5,8,12,13,6,14,4,18,4,8,9
"7",15,13,17,6,12,17,7,8,5,10,6,16,7,18
"8",8,12,12,1,13,20,20,2,20,11,20,10,15,1
"9",5,11,9,3,2,6,17,13,3,3,5,13,2,11
"10",1,17,6,2,11,11,4,16,10,15,3,3,16,14
"11",7,10,1,20,7,10,9,1,1,20,14,20,10,16
"12",3,2,10,15,17,14,1,3,11,5,4,18,9,6
"13",12,20,3,10,10,15,15,19,6,1,11,17,20,3
"14",6,5,13,8,6,18,8,18,16,18,8,6,4,5
"15",4,15,16,9,19,7,10,5,15,2,12,7,19,17
"16",19,9,15,18,15,9,12,15,2,7,7,5,14,4
"17",14,16,11,17,18,16,18,10,9,19,15,2,3,12
"18",9,19,18,19,9,2,5,17,12,6,19,11,6,10
"19",2,3,19,13,4,13,16,12,7,12,17,9,13,19
"20",13,18,14,14,5,8,14,7,18,16,2,15,12,8
