"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",11,5,13,20,16,1,20,20,5,20
"2",16,9,3,17,12,8,16,15,17,12
"3",17,18,9,11,18,13,12,16,6,16
"4",9,13,5,18,1,7,6,2,7,14
"5",19,20,1,14,5,2,1,13,11,5
"6",10,12,14,4,4,14,18,14,10,9
"7",13,3,10,8,2,11,5,17,20,1
"8",6,16,11,10,6,3,15,7,18,18
"9",3,19,4,5,11,10,19,4,3,2
"10",5,10,18,12,10,6,10,18,8,4
"11",14,6,7,13,7,19,11,6,4,8
"12",18,4,16,3,8,9,9,3,12,17
"13",12,17,15,19,13,16,8,8,15,3
"14",15,14,17,6,15,4,4,9,2,11
"15",4,7,12,15,17,12,2,5,13,10
"16",8,2,6,2,19,5,13,10,14,6
"17",2,1,19,16,3,15,14,11,1,15
"18",7,8,2,7,14,17,7,12,9,19
"19",20,11,20,9,20,18,17,1,19,7
"20",1,15,8,1,9,20,3,19,16,13
