"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",17,8,17,7,14,7,5,19,13,12,4,14,4,3,4,6,12
"2",20,1,6,1,12,20,1,1,1,2,5,13,12,11,11,10,10
"3",13,5,7,8,5,12,14,6,19,13,2,9,17,7,2,16,1
"4",9,16,8,10,19,4,13,4,5,19,7,12,2,18,7,13,17
"5",3,19,20,4,13,13,3,8,11,17,15,5,15,17,3,11,7
"6",6,2,10,20,15,9,12,17,9,5,18,19,19,10,1,9,19
"7",15,14,9,2,16,16,17,14,8,15,14,18,6,5,12,17,4
"8",2,6,12,17,11,2,20,2,6,10,11,4,7,6,6,1,5
"9",8,13,13,18,3,8,4,9,4,14,3,17,13,14,16,7,3
"10",10,9,5,5,17,5,16,15,17,6,8,3,14,16,15,5,6
"11",19,12,4,19,1,1,9,20,12,16,12,6,20,13,9,20,11
"12",4,17,14,13,7,18,18,16,16,8,6,15,11,15,5,19,14
"13",1,10,3,12,20,19,6,11,10,11,1,1,10,1,20,14,20
"14",12,7,15,6,4,17,11,13,2,20,19,2,9,12,8,4,16
"15",5,20,1,9,2,11,10,10,20,1,10,20,1,4,10,2,9
"16",16,4,2,15,10,10,19,7,15,18,16,16,8,19,19,8,13
"17",7,11,11,3,6,6,2,5,14,4,17,8,5,8,17,18,15
"18",14,15,18,16,18,15,7,3,18,9,13,11,16,9,13,3,18
"19",18,18,16,11,9,3,15,12,3,7,20,10,18,2,18,12,8
"20",11,3,19,14,8,14,8,18,7,3,9,7,3,20,14,15,2
