"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,19,13,18,16,14,10,14,19,16,5,8,4,5,16,10
"2",20,9,11,11,3,20,19,20,12,2,20,5,2,9,14,12
"3",1,8,4,3,11,9,4,19,14,5,8,13,14,1,20,8
"4",15,10,3,6,12,15,13,7,20,17,19,18,7,20,1,11
"5",10,14,18,1,14,10,12,1,10,1,2,17,1,15,12,2
"6",4,5,15,8,7,3,18,5,17,9,6,19,9,7,11,17
"7",8,15,7,14,15,18,17,15,16,6,10,14,17,16,7,15
"8",2,2,12,13,8,17,2,3,7,12,12,12,3,18,5,5
"9",9,20,2,4,1,19,1,10,1,11,1,10,10,12,15,18
"10",18,18,5,19,6,5,8,4,18,4,14,9,11,11,8,3
"11",7,11,20,12,19,2,3,8,15,14,18,6,15,14,13,7
"12",14,16,16,7,10,16,15,6,5,8,13,4,16,4,18,6
"13",6,6,10,16,13,6,11,11,3,3,16,2,8,19,19,19
"14",16,17,14,9,9,7,5,18,11,18,4,3,12,17,4,16
"15",17,4,8,15,4,8,14,9,8,15,3,15,18,13,17,9
"16",11,1,1,20,20,11,20,2,9,20,11,1,13,2,10,14
"17",12,7,6,5,17,4,16,17,4,13,7,7,5,10,6,4
"18",13,12,19,17,2,1,6,13,6,7,9,16,6,3,2,13
"19",5,13,9,10,5,12,7,16,2,19,17,20,19,6,9,1
"20",19,3,17,2,18,13,9,12,13,10,15,11,20,8,3,20
