"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",5,20,17,6,14,14,7,2,7,6,3,4,2,8,8,11,16,6
"2",7,6,6,16,17,20,9,13,15,18,5,22,1,19,11,7,14,19
"3",12,17,15,4,4,19,19,16,5,8,6,17,17,17,19,16,15,18
"4",2,16,3,9,19,12,21,5,10,16,22,9,20,15,15,4,19,12
"5",10,11,21,14,1,1,1,9,1,14,11,11,9,9,14,1,22,22
"6",3,21,5,21,7,9,4,19,18,12,2,8,15,10,16,14,4,15
"7",6,10,12,13,10,2,20,15,13,2,9,2,7,21,21,5,7,2
"8",14,5,4,19,5,17,17,20,2,11,19,6,5,12,7,13,18,5
"9",21,22,1,10,3,21,12,10,12,3,13,16,8,3,10,3,1,11
"10",8,4,7,3,18,7,3,14,3,5,20,20,13,4,18,12,9,9
"11",15,3,16,18,13,18,13,3,17,7,17,3,19,7,17,8,8,20
"12",19,19,19,15,15,6,8,18,19,9,18,18,16,16,9,6,17,4
"13",9,12,13,22,22,13,22,12,21,1,10,14,11,1,2,17,21,14
"14",20,7,2,12,12,5,6,8,8,4,8,7,21,18,3,21,13,17
"15",18,18,9,5,16,3,16,17,14,19,15,5,3,5,13,18,12,21
"16",17,1,18,2,21,11,14,21,9,13,1,10,12,13,4,2,2,13
"17",11,13,11,1,2,16,2,11,22,21,16,1,14,22,1,10,10,10
"18",22,2,8,7,8,10,11,1,20,17,7,15,10,11,22,15,20,3
"19",4,8,20,8,6,8,15,6,16,10,21,19,4,14,6,19,5,16
"20",1,9,22,11,11,22,10,22,11,22,12,12,22,2,12,22,11,1
"21",16,15,14,20,20,15,5,7,6,15,14,13,6,20,20,20,3,8
"22",13,14,10,17,9,4,18,4,4,20,4,21,18,6,5,9,6,7
