"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",15,21,1,5,19,28,8,10,5,12,3,9,22,11,22
"2",19,6,14,25,15,29,17,29,15,9,20,26,2,27,23
"3",16,14,26,6,22,4,18,26,7,8,25,10,9,7,3
"4",29,19,29,18,14,22,25,13,4,3,19,1,14,25,14
"5",23,12,25,24,10,2,4,8,8,18,5,21,11,22,20
"6",24,29,9,1,16,10,6,12,14,29,21,4,5,16,18
"7",5,22,20,17,18,8,23,20,2,24,11,24,6,10,27
"8",6,7,18,2,12,21,5,16,13,4,7,23,18,2,5
"9",25,10,5,14,7,19,21,5,22,6,9,7,8,9,26
"10",13,1,8,21,28,12,29,17,10,1,1,16,4,15,12
"11",14,8,2,23,13,3,24,14,23,26,23,18,25,3,19
"12",1,17,13,16,1,5,1,1,17,11,18,13,1,5,13
"13",8,4,4,8,4,6,14,25,11,16,14,2,16,24,28
"14",28,16,7,9,25,13,12,27,27,21,6,29,13,4,15
"15",18,20,23,7,3,17,16,15,24,25,2,17,3,28,4
"16",22,26,12,11,2,26,27,23,9,17,16,20,28,6,11
"17",3,11,11,10,24,16,13,7,1,7,22,19,29,29,17
"18",27,2,16,20,6,15,7,21,3,23,27,8,21,12,7
"19",9,27,3,19,21,20,3,22,21,14,26,22,10,23,8
"20",4,28,22,26,9,14,20,28,19,10,4,5,24,13,16
"21",10,15,6,27,8,24,19,4,6,28,13,28,15,17,2
"22",11,24,15,13,26,1,26,6,16,22,8,6,19,26,6
"23",26,3,21,4,20,9,22,2,20,13,17,25,23,19,9
"24",17,9,28,15,27,23,2,24,18,27,10,14,27,18,25
"25",2,13,17,3,11,25,28,18,29,20,28,12,12,20,21
"26",21,18,10,28,17,7,9,19,28,5,12,11,26,21,1
"27",7,5,24,22,23,27,11,9,25,19,15,3,7,8,10
"28",20,25,19,29,29,18,15,3,12,15,29,15,17,1,29
"29",12,23,27,12,5,11,10,11,26,2,24,27,20,14,24
