"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",19,3,19,3,7,8,9,6,6,6,7,18,5,19,15,9,7,19,8,15,17
"2",3,8,10,6,5,13,7,20,3,10,16,7,8,5,5,20,19,15,18,16,20
"3",21,2,11,22,21,22,13,22,11,1,11,12,22,12,22,12,22,12,12,21,13
"4",7,10,8,14,20,14,3,17,16,20,15,19,6,17,4,6,3,7,7,20,15
"5",12,22,1,1,11,12,1,1,10,2,22,8,13,11,12,13,9,1,10,22,1
"6",20,11,6,2,6,18,15,15,19,9,5,20,16,2,3,8,8,9,20,9,8
"7",5,4,16,16,4,11,18,7,8,18,20,14,17,7,19,4,6,8,17,17,6
"8",14,7,12,17,13,17,20,2,4,8,10,6,9,10,2,3,11,3,4,1,22
"9",10,9,18,5,14,20,14,9,21,19,4,3,4,9,16,19,16,10,5,18,4
"10",13,20,3,8,1,9,22,21,9,21,8,11,11,21,10,1,21,13,1,13,10
"11",8,13,7,10,9,16,2,4,13,16,3,4,21,18,21,7,14,16,19,5,18
"12",17,5,5,18,8,7,6,18,15,14,13,5,10,4,17,14,4,18,3,4,3
"13",18,17,15,19,3,3,4,8,18,15,9,15,19,8,7,18,17,5,9,14,19
"14",22,12,22,12,22,1,11,10,1,22,14,1,14,15,1,11,12,14,21,12,2
"15",1,1,2,20,12,2,12,11,12,11,1,13,1,22,11,22,10,2,22,10,11
"16",6,6,9,7,16,5,17,5,17,7,19,17,18,16,6,15,20,17,6,6,7
"17",15,15,17,4,17,10,19,19,20,12,18,9,12,20,20,16,5,4,16,7,21
"18",16,19,4,15,18,15,16,3,7,17,17,21,3,3,14,17,15,20,15,11,14
"19",9,16,14,9,19,4,5,16,5,5,6,16,7,6,18,5,18,6,14,3,5
"20",11,14,20,21,2,19,8,12,22,3,21,10,2,14,8,2,13,22,13,8,9
"21",2,21,21,11,10,21,10,14,2,13,12,22,20,13,13,21,1,11,2,2,12
"22",4,18,13,13,15,6,21,13,14,4,2,2,15,1,9,10,2,21,11,19,16
