"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",19,5,6,3,17,11,17,9,5,8,5,6,15,21,4,9,8,10,21,4,6,24,20
"2",27,1,2,14,14,1,27,27,15,27,27,12,13,14,14,13,1,14,14,27,27,15,27
"3",8,18,18,25,22,8,19,18,23,12,24,5,19,19,6,10,23,25,17,8,24,5,19
"4",12,9,22,4,7,5,24,7,21,19,9,7,8,5,20,23,9,18,20,9,21,9,6
"5",2,2,17,26,12,16,6,15,13,25,3,3,17,9,5,17,4,13,2,19,8,2,10
"6",6,22,8,6,21,10,22,6,18,21,20,24,24,10,11,4,6,20,6,16,10,22,9
"7",16,16,13,1,11,18,3,14,26,23,2,27,18,17,19,12,26,15,26,22,26,27,17
"8",21,3,21,17,18,12,21,4,9,5,22,23,20,12,22,15,24,8,24,21,11,3,7
"9",10,6,10,11,23,23,18,21,4,9,7,19,11,3,7,19,21,22,11,23,23,20,4
"10",13,27,27,15,1,2,13,1,1,13,1,10,27,15,13,14,18,26,13,26,1,17,15
"11",14,11,15,9,25,3,2,17,16,11,19,2,25,1,27,24,16,2,10,15,13,26,24
"12",22,21,23,7,10,17,20,20,19,2,8,9,3,8,9,3,25,11,4,17,12,11,25
"13",15,25,7,10,8,9,5,19,24,10,23,17,7,18,3,18,10,3,18,24,7,7,3
"14",23,20,11,22,20,7,8,8,12,7,6,22,9,22,21,22,7,23,5,18,19,8,22
"15",11,17,3,27,2,26,26,12,11,14,11,26,26,11,2,25,14,5,19,12,17,12,26
"16",18,26,26,2,26,25,16,13,2,26,16,16,14,16,15,16,12,1,3,2,22,1,14
"17",25,24,16,24,15,20,15,26,22,6,13,15,21,2,17,21,2,19,25,3,4,19,13
"18",9,12,12,5,4,24,11,24,8,3,17,8,23,24,26,2,5,17,16,20,18,6,12
"19",20,19,9,21,6,19,23,16,6,22,25,4,5,20,23,20,20,16,8,11,9,25,8
"20",7,8,19,23,24,21,25,11,25,15,10,14,6,25,25,6,11,4,12,25,3,18,16
"21",5,23,4,18,19,4,10,23,7,20,4,13,10,7,24,5,22,6,22,6,14,10,11
"22",26,14,14,16,27,27,1,3,14,17,14,1,1,13,1,1,13,27,27,14,15,14,2
"23",4,10,25,8,16,13,12,25,10,24,18,25,2,26,10,26,17,21,23,13,5,13,23
"24",1,13,1,13,13,14,14,2,27,1,15,11,16,27,16,27,27,12,1,1,16,16,1
"25",3,15,20,19,9,15,4,5,3,4,26,18,4,4,12,11,3,9,15,10,25,23,18
"26",17,4,5,12,3,22,7,10,20,16,21,20,12,6,18,8,19,24,9,5,2,4,21
"27",24,7,24,20,5,6,9,22,17,18,12,21,22,23,8,7,15,7,7,7,20,21,5
