"","V1","V2","V3"
"1",7,13,4
"2",16,19,12
"3",9,17,17
"4",15,2,5
"5",18,5,16
"6",4,3,18
"7",8,1,11
"8",12,16,1
"9",19,14,8
"10",10,4,7
"11",14,12,19
"12",1,11,9
"13",3,6,2
"14",2,15,15
"15",17,9,3
"16",11,10,14
"17",6,8,13
"18",5,18,6
"19",13,7,10
