"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,27,16,15,23,12,22,19,11,7,9,19,27
"2",15,26,21,11,4,5,5,10,17,24,16,21,3
"3",12,2,8,4,17,9,15,2,6,11,17,26,24
"4",9,16,20,23,15,1,6,11,9,3,24,8,22
"5",7,6,13,9,22,2,25,6,26,14,11,13,2
"6",16,5,23,27,24,27,3,14,5,13,10,20,15
"7",10,3,26,20,12,6,19,25,21,22,6,15,20
"8",24,12,24,21,26,11,20,3,13,19,18,3,7
"9",2,4,1,7,8,13,8,13,16,20,23,1,14
"10",5,18,15,19,1,26,18,4,19,17,27,18,18
"11",27,22,27,8,7,15,10,5,3,6,12,14,19
"12",26,9,4,14,21,7,4,20,20,8,26,17,10
"13",18,1,12,18,9,21,12,27,10,1,19,12,1
"14",20,11,14,2,2,10,1,21,12,18,5,10,26
"15",4,8,18,13,18,19,11,8,2,26,2,7,9
"16",19,23,5,26,19,17,13,9,24,23,20,11,25
"17",22,20,17,22,16,14,9,23,27,15,1,27,8
"18",13,24,22,6,20,20,26,24,7,16,25,9,12
"19",14,10,2,24,3,16,27,7,14,4,4,22,13
"20",8,15,7,10,27,23,7,26,15,25,14,23,21
"21",3,13,25,1,13,18,14,17,23,5,21,24,6
"22",11,25,9,16,11,22,2,1,22,9,8,6,11
"23",25,17,3,3,14,25,21,12,8,21,7,16,4
"24",21,14,11,17,10,3,24,16,1,27,22,25,16
"25",23,7,19,12,6,24,23,18,25,10,15,4,23
"26",6,21,6,25,5,8,16,22,4,12,13,5,5
"27",17,19,10,5,25,4,17,15,18,2,3,2,17
