"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,6,13,15,4,10,12,15,8
"2",15,10,14,12,9,2,13,9,3,3
"3",14,12,5,3,14,11,9,11,2,14
"4",9,1,8,1,5,1,8,6,8,16
"5",13,14,9,6,3,6,11,1,16,7
"6",7,9,13,10,1,15,12,13,12,15
"7",5,8,4,9,2,5,3,4,1,5
"8",11,7,16,14,13,7,4,3,11,13
"9",8,16,7,11,16,16,7,5,9,1
"10",2,13,2,16,6,9,15,7,7,12
"11",12,2,10,15,4,12,6,14,5,6
"12",6,15,11,7,11,3,2,15,6,11
"13",4,4,12,5,12,13,14,2,4,9
"14",10,6,3,4,10,8,16,16,10,2
"15",1,11,15,2,7,10,5,10,13,4
"16",16,5,1,8,8,14,1,8,14,10
