"","V1","V2"
"1",14,1
"2",2,16
"3",12,6
"4",18,4
"5",1,9
"6",5,5
"7",11,17
"8",9,3
"9",4,12
"10",10,10
"11",7,7
"12",17,18
"13",3,2
"14",6,19
"15",13,13
"16",19,11
"17",8,14
"18",15,15
"19",16,8
