"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",20,9,22,9,2,23,20,18,26,24,8,11
"2",19,25,3,7,12,1,10,20,16,19,27,9
"3",17,16,10,2,28,21,17,25,21,7,21,5
"4",2,17,21,22,27,2,12,16,10,23,10,24
"5",7,14,18,28,13,13,28,21,17,1,1,8
"6",25,12,26,5,18,4,26,7,8,16,13,6
"7",13,26,15,6,21,25,24,5,15,4,11,26
"8",14,4,16,25,3,8,7,26,11,22,18,4
"9",18,7,24,27,11,26,16,10,3,14,20,27
"10",27,27,11,23,8,18,14,17,6,8,9,2
"11",9,21,20,4,6,10,22,23,2,11,23,16
"12",23,20,17,13,24,27,6,24,5,18,3,15
"13",22,3,5,17,15,5,21,27,14,10,6,25
"14",10,11,2,24,19,24,2,22,25,12,12,19
"15",8,24,23,18,14,22,3,6,13,25,24,7
"16",6,10,14,21,9,3,19,4,28,9,26,14
"17",28,13,13,1,10,12,1,14,20,27,14,28
"18",26,1,27,19,20,19,11,15,18,3,25,13
"19",21,15,6,12,1,16,8,3,9,2,22,22
"20",3,8,7,8,22,7,4,13,4,5,16,10
"21",24,23,8,26,23,9,23,9,24,21,19,17
"22",1,19,4,15,4,28,25,12,19,15,15,3
"23",15,18,1,20,17,14,18,1,1,28,5,12
"24",16,22,25,16,5,6,5,11,22,6,4,20
"25",12,5,19,11,26,11,9,2,23,13,7,1
"26",4,28,28,10,16,15,15,28,27,17,17,23
"27",5,2,9,3,7,20,13,8,12,20,2,18
"28",11,6,12,14,25,17,27,19,7,26,28,21
