"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",17,18,18,20,15,25,4,6,9,6,5,14,4,4,8,1
"2",3,3,23,22,5,3,13,13,6,19,7,26,16,10,12,7
"3",26,13,25,11,3,14,7,26,12,2,18,21,8,19,20,5
"4",11,19,6,19,2,19,20,10,7,4,16,20,26,17,6,25
"5",2,10,13,26,12,23,19,27,14,13,10,5,5,7,22,26
"6",27,21,14,6,25,17,2,12,27,14,11,27,17,9,13,27
"7",6,22,16,7,7,6,18,7,25,15,19,4,7,21,7,4
"8",25,26,9,18,4,27,23,14,19,20,25,8,15,11,19,8
"9",21,23,2,25,13,8,14,4,17,9,9,24,19,25,23,10
"10",14,15,15,27,11,15,1,19,1,27,27,1,18,24,9,14
"11",10,20,24,16,17,2,9,17,22,7,15,3,25,2,25,16
"12",12,4,8,15,1,11,3,2,21,26,14,15,1,13,27,17
"13",8,27,27,14,26,20,27,16,2,12,13,16,2,27,14,12
"14",13,5,21,23,23,13,24,9,26,3,3,9,13,20,18,21
"15",16,6,10,1,16,1,22,20,18,5,26,25,3,14,10,15
"16",18,1,19,8,6,26,12,23,20,10,12,12,21,26,2,18
"17",22,8,17,12,9,7,26,5,3,16,22,17,23,3,17,23
"18",9,14,1,10,10,16,25,18,23,22,4,22,11,1,3,11
"19",24,9,4,17,19,4,8,15,10,18,8,7,6,23,4,24
"20",20,24,22,24,22,10,16,24,16,24,20,19,9,6,5,19
"21",1,12,11,13,27,12,11,1,13,1,24,11,20,8,1,9
"22",5,25,7,3,8,9,5,22,4,8,2,10,14,12,16,20
"23",23,11,26,2,14,21,17,3,15,25,1,6,27,15,11,13
"24",7,7,5,21,20,22,6,21,24,17,21,18,24,16,15,3
"25",19,2,3,5,21,18,15,11,5,11,17,2,10,5,21,6
"26",15,17,12,9,24,5,21,25,8,23,6,13,22,18,26,2
"27",4,16,20,4,18,24,10,8,11,21,23,23,12,22,24,22
