"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",17,7,6,17,7,4,16,5,14,7,8,8,17,5,7,5,16,4,4
"2",3,1,19,20,20,11,12,12,9,21,11,10,21,21,1,13,10,11,1
"3",19,11,2,13,15,20,1,20,11,15,20,20,9,9,9,2,14,12,2
"4",10,18,12,18,4,14,7,9,2,18,19,6,5,7,5,14,15,3,18
"5",4,9,18,8,8,18,3,16,15,6,16,4,15,4,15,17,7,6,6
"6",13,8,8,19,5,16,17,15,6,2,18,15,19,15,17,8,8,15,20
"7",5,6,7,6,16,9,6,7,17,3,14,18,4,16,3,7,9,5,17
"8",11,3,10,1,2,21,13,10,10,9,2,19,11,2,2,21,13,20,10
"9",7,16,17,7,3,3,4,4,7,16,13,17,16,14,14,6,18,17,8
"10",6,10,5,4,12,19,19,6,1,20,3,5,13,12,12,3,2,8,13
"11",15,19,14,3,14,17,14,13,8,4,7,12,3,19,16,10,19,2,3
"12",9,13,13,12,21,13,20,1,21,1,21,1,12,11,10,12,21,21,11
"13",21,2,20,10,1,12,10,11,20,14,9,2,2,13,20,1,12,13,15
"14",2,14,21,14,9,1,21,21,13,12,1,21,10,10,11,11,11,1,21
"15",1,21,1,21,11,10,11,8,12,10,12,11,1,1,21,9,1,19,7
"16",12,12,4,2,17,7,9,14,19,19,10,13,20,3,19,15,20,9,19
"17",20,20,11,15,10,15,2,2,18,11,4,14,18,20,8,18,3,10,14
"18",16,17,16,9,19,8,8,18,4,5,6,9,14,6,4,4,6,18,16
"19",18,4,15,11,18,5,15,3,3,13,17,16,8,8,18,20,5,7,9
"20",8,5,3,16,13,2,5,17,5,8,5,3,7,18,13,19,17,14,12
"21",14,15,9,5,6,6,18,19,16,17,15,7,6,17,6,16,4,16,5
