"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,17,9,20,2,1,5,14,17,12,15
"2",7,5,18,19,6,21,21,11,11,7,23
"3",4,12,3,11,21,20,6,3,6,10,19
"4",10,18,23,16,24,22,11,16,19,11,2
"5",18,10,4,17,7,7,12,15,1,23,22
"6",24,24,6,18,19,12,7,10,12,21,6
"7",11,23,21,7,3,13,13,8,2,2,17
"8",5,2,5,5,9,10,10,12,20,5,3
"9",2,8,22,1,11,14,8,23,10,22,13
"10",15,19,2,2,12,2,20,7,9,8,9
"11",17,9,12,21,23,11,23,4,18,1,14
"12",12,4,1,23,16,16,15,20,21,18,16
"13",22,16,8,6,14,23,14,22,16,4,21
"14",21,1,24,15,13,3,9,1,13,13,18
"15",8,20,10,12,8,18,18,2,23,24,11
"16",23,11,20,10,5,6,17,19,22,9,7
"17",13,13,7,14,1,15,24,24,7,14,1
"18",20,3,15,4,22,19,19,13,3,16,10
"19",14,14,17,3,17,9,2,9,24,15,24
"20",6,22,14,9,20,5,22,18,14,20,20
"21",16,7,13,8,4,24,4,6,15,19,5
"22",9,6,11,13,18,4,3,21,4,3,8
"23",3,15,19,22,15,8,16,5,5,17,4
"24",19,21,16,24,10,17,1,17,8,6,12
