"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",23,4,14,20,2,20,19,21,14,5,25,25,1,7,6,16
"2",5,12,26,18,9,2,24,27,19,20,10,20,6,3,17,8
"3",2,20,9,19,26,6,11,13,11,6,3,6,2,13,27,14
"4",22,8,13,3,19,3,3,8,16,22,21,3,5,25,18,19
"5",7,2,2,24,22,16,2,17,25,16,14,10,13,5,2,7
"6",3,10,27,5,23,19,14,15,17,28,7,26,27,21,5,17
"7",26,3,19,12,17,8,9,24,26,18,2,24,18,16,26,26
"8",29,16,20,4,24,13,13,18,1,10,29,18,14,1,22,4
"9",10,24,18,2,3,4,21,9,24,8,6,14,15,11,1,21
"10",11,5,4,16,27,5,22,4,6,23,27,22,24,15,12,12
"11",14,14,10,10,11,10,7,1,29,4,17,29,7,19,9,2
"12",4,26,15,21,18,22,25,7,23,11,22,23,21,24,24,6
"13",21,22,1,6,6,17,29,16,8,15,1,27,12,26,19,13
"14",18,29,24,15,29,15,1,6,15,3,11,21,23,6,16,28
"15",15,19,25,11,28,25,20,29,28,17,24,5,11,28,10,15
"16",8,28,5,14,8,14,15,20,22,27,28,11,4,20,23,27
"17",17,11,3,1,15,29,17,26,18,2,19,13,29,12,28,10
"18",19,18,7,22,12,1,12,28,2,12,15,19,26,27,3,22
"19",1,17,8,7,4,27,8,11,10,19,23,17,19,2,11,25
"20",9,6,16,13,7,23,4,23,5,7,5,4,22,23,15,5
"21",16,7,23,29,1,12,16,10,12,29,13,15,16,29,29,1
"22",13,1,28,8,13,18,26,2,3,13,16,9,9,9,25,23
"23",24,27,11,9,20,9,27,22,13,26,12,7,20,8,8,3
"24",28,9,6,27,25,26,23,12,20,9,9,16,8,22,13,24
"25",12,23,17,28,21,24,5,25,7,25,18,28,10,10,20,20
"26",25,25,22,17,14,28,10,5,4,21,8,12,3,17,4,9
"27",6,13,21,25,16,11,28,19,9,1,20,1,17,18,7,29
"28",20,15,12,23,10,21,18,3,27,24,4,2,25,4,21,18
"29",27,21,29,26,5,7,6,14,21,14,26,8,28,14,14,11
