"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",13,2,5,2,5,1,13,16,23,12,4,13
"2",9,6,12,20,16,22,24,14,11,5,3,2
"3",5,3,3,15,11,17,5,22,2,18,12,7
"4",24,14,11,23,1,15,18,19,4,14,6,16
"5",22,20,4,12,10,10,4,7,14,3,2,18
"6",6,1,21,11,24,16,19,6,15,13,22,15
"7",3,24,2,17,18,5,20,17,16,7,14,12
"8",4,11,7,10,2,9,16,8,7,1,19,4
"9",2,9,19,22,13,7,15,10,21,20,5,19
"10",14,19,20,21,8,3,9,20,13,15,20,1
"11",10,18,9,9,9,13,23,23,20,22,18,23
"12",8,17,13,16,22,2,8,4,3,11,8,24
"13",21,5,16,14,6,4,21,3,9,23,15,10
"14",15,10,1,5,17,24,17,1,12,16,10,21
"15",12,13,8,24,14,14,2,2,24,8,24,9
"16",11,12,24,8,19,11,1,18,8,24,1,11
"17",1,16,17,3,7,23,3,15,10,10,17,17
"18",18,4,23,18,3,18,7,12,17,6,13,22
"19",17,21,22,1,12,12,22,9,1,9,11,6
"20",20,15,18,13,21,20,14,24,22,2,9,8
"21",16,7,15,6,15,6,11,21,5,4,23,20
"22",19,22,6,19,20,21,12,11,6,21,21,14
"23",7,23,14,7,4,19,10,5,18,19,7,5
"24",23,8,10,4,23,8,6,13,19,17,16,3
