"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,10,8,13,14,11,12,13,4,8,14
"2",11,7,2,15,8,13,3,14,8,14,6
"3",12,2,6,4,13,8,11,12,13,5,3
"4",7,14,1,6,3,12,14,9,10,2,9
"5",8,5,13,10,10,15,8,6,2,1,1
"6",1,1,7,5,4,10,2,1,6,7,7
"7",13,12,9,14,6,2,13,2,7,6,5
"8",14,15,14,8,15,9,1,7,11,9,10
"9",3,11,11,11,2,7,6,11,15,10,2
"10",10,9,12,3,5,4,4,15,5,3,11
"11",6,13,4,2,12,5,7,5,3,13,4
"12",5,6,3,12,11,3,5,4,12,4,12
"13",4,4,15,7,9,1,15,10,9,15,8
"14",9,8,10,1,7,14,10,3,14,12,15
"15",15,3,5,9,1,6,9,8,1,11,13
