"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",7,13,22,7,12,11,9,22,22,17,4,19,17,10,21
"2",11,2,18,13,3,17,18,15,14,1,13,21,5,5,15
"3",21,1,9,1,22,9,8,3,12,13,14,22,16,15,13
"4",12,18,6,14,17,7,1,14,4,21,7,20,6,7,7
"5",16,14,4,6,5,13,11,21,6,3,20,18,12,17,2
"6",14,3,17,11,4,2,3,10,18,20,10,7,14,19,3
"7",19,6,12,19,11,8,10,20,9,18,22,6,7,2,19
"8",2,20,16,4,9,5,5,6,17,7,19,14,8,4,11
"9",3,5,3,17,19,3,17,19,16,8,2,12,10,16,12
"10",13,9,20,5,15,4,21,16,3,9,16,2,19,9,8
"11",1,4,7,9,10,21,15,11,7,15,9,15,22,1,4
"12",4,19,8,22,2,16,7,17,13,14,15,1,18,14,10
"13",20,21,13,16,8,6,19,12,10,6,8,16,21,20,20
"14",18,8,21,20,7,20,6,5,2,10,1,13,9,13,9
"15",5,17,19,12,20,18,16,8,5,22,21,11,13,18,16
"16",9,15,15,18,21,10,12,2,11,2,5,5,15,3,1
"17",17,16,5,2,6,14,20,7,15,19,3,4,11,6,14
"18",8,12,1,10,1,1,13,1,1,12,12,9,2,11,22
"19",22,22,14,8,18,22,14,18,19,11,11,8,1,12,5
"20",6,7,11,3,14,15,4,13,8,4,6,3,3,21,17
"21",15,11,2,15,16,19,2,9,20,5,18,10,20,8,18
"22",10,10,10,21,13,12,22,4,21,16,17,17,4,22,6
