"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",5,13,3,29,14,23,8,13,4,18,25,25,22,26,18,24,18,22
"2",25,22,2,20,8,5,25,12,5,25,6,17,2,7,14,18,24,15
"3",16,24,14,14,29,12,20,1,1,14,29,23,14,2,8,28,12,6
"4",29,2,28,18,3,19,13,5,13,12,27,7,11,22,15,20,22,4
"5",24,7,11,26,15,24,21,11,21,5,3,12,27,12,27,27,13,8
"6",8,26,22,25,5,10,1,24,12,21,17,20,9,13,28,23,10,9
"7",18,9,26,13,11,27,4,15,2,8,11,8,4,3,23,12,7,23
"8",20,23,27,17,26,18,26,23,27,11,8,18,23,28,13,21,9,24
"9",28,28,5,10,22,29,14,16,18,27,13,28,16,18,22,14,3,1
"10",23,5,17,7,19,2,5,20,16,15,4,27,7,21,1,26,19,19
"11",14,18,24,28,13,9,19,14,22,6,12,24,5,25,6,7,28,2
"12",11,21,9,2,24,25,6,21,24,3,24,14,8,6,16,19,26,11
"13",3,17,23,9,16,21,24,9,20,26,22,5,3,14,4,25,4,18
"14",17,6,10,12,7,6,3,10,26,24,23,16,25,27,9,10,5,10
"15",9,4,16,23,27,28,23,25,3,22,14,10,18,19,3,11,25,12
"16",7,12,19,6,4,20,27,2,25,17,7,26,19,4,21,9,20,13
"17",2,29,15,11,10,1,22,17,17,7,28,9,28,20,24,13,23,20
"18",15,16,13,15,1,13,11,29,29,29,10,1,15,17,19,29,29,29
"19",6,10,4,4,12,7,15,26,10,10,9,6,21,8,7,22,8,3
"20",21,14,7,5,18,14,28,22,8,16,20,2,6,29,29,6,16,7
"21",10,25,12,1,9,26,17,6,11,20,2,13,10,24,11,4,11,27
"22",12,19,20,22,23,3,9,3,7,2,5,3,17,23,20,16,2,14
"23",22,27,6,24,17,17,2,4,19,13,16,4,20,9,2,8,21,25
"24",13,3,8,21,2,16,29,19,14,1,19,29,13,10,10,15,1,28
"25",1,15,29,19,20,15,7,18,15,28,1,15,29,1,12,1,17,5
"26",26,20,21,8,6,22,10,28,6,4,21,22,26,15,5,3,15,16
"27",4,1,1,16,28,11,12,7,28,9,15,19,1,16,25,2,14,17
"28",19,8,25,3,25,8,16,8,9,23,18,21,24,11,26,17,27,26
"29",27,11,18,27,21,4,18,27,23,19,26,11,12,5,17,5,6,21
