"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",15,14,3,3,5,15,7,14,11,18,6,6,5,5,4
"2",16,4,14,5,15,5,9,2,17,8,16,11,3,3,6
"3",18,9,5,10,14,19,18,7,2,7,11,7,2,17,16
"4",12,1,12,20,20,16,11,16,13,1,4,4,11,14,8
"5",8,16,18,8,11,13,17,20,19,9,2,15,1,8,13
"6",10,12,7,2,19,1,20,12,14,20,14,20,12,15,11
"7",2,15,13,1,6,9,10,1,10,6,5,9,13,20,20
"8",7,2,9,7,10,2,1,6,1,15,1,3,9,9,12
"9",6,5,16,16,4,14,16,4,8,17,9,17,7,16,5
"10",17,6,6,15,3,4,5,19,18,11,8,12,15,18,14
"11",19,18,19,19,8,6,12,10,12,16,17,2,8,12,17
"12",5,11,17,14,18,18,4,8,16,19,10,8,16,2,15
"13",14,19,4,17,16,8,15,3,7,12,3,13,19,6,9
"14",13,3,11,4,7,17,13,17,5,14,18,14,18,7,19
"15",1,8,1,9,9,12,14,9,20,10,15,1,20,11,1
"16",11,20,8,11,1,20,2,5,15,2,20,16,10,10,10
"17",20,10,20,6,13,11,3,11,6,4,7,19,17,13,2
"18",4,17,10,13,17,10,6,18,4,13,19,10,4,19,3
"19",9,13,15,12,2,3,19,15,3,5,12,5,14,1,7
"20",3,7,2,18,12,7,8,13,9,3,13,18,6,4,18
