"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",22,15,11,15,21,16,21,14,4,22,2,15,9,10,2,11,11,2,4,7,3
"2",17,10,9,3,3,14,4,17,7,6,15,20,3,8,6,10,8,16,5,20,22
"3",13,16,10,2,10,22,10,23,10,2,21,14,11,14,22,15,22,3,21,2,10
"4",12,22,22,7,2,10,16,22,18,20,16,13,21,2,11,3,2,6,10,10,14
"5",2,11,12,12,20,1,2,11,23,23,13,12,12,9,23,12,10,1,23,23,23
"6",18,20,20,14,4,17,6,6,20,16,6,17,6,4,17,16,17,18,17,14,6
"7",4,7,8,16,7,8,17,19,5,21,20,3,10,5,19,17,15,21,7,15,9
"8",14,14,18,21,14,3,3,15,15,3,17,6,19,7,3,9,12,23,15,3,4
"9",1,12,23,1,12,13,1,1,1,12,1,1,23,11,12,13,23,12,1,12,13
"10",20,9,21,8,16,15,22,10,21,9,18,10,13,20,21,19,9,22,2,8,17
"11",23,23,1,10,22,11,9,12,13,14,22,2,8,21,10,1,21,15,13,22,11
"12",9,18,3,18,13,18,8,5,6,18,10,16,18,15,20,4,6,20,9,4,21
"13",19,5,6,5,5,5,5,9,9,19,8,5,14,18,9,20,3,8,16,6,7
"14",5,13,14,13,1,9,23,8,2,1,12,11,2,22,14,2,7,14,22,11,2
"15",16,3,19,17,8,20,20,3,8,15,19,8,15,12,5,7,16,7,20,19,20
"16",15,8,5,4,18,6,19,4,16,4,9,19,17,6,18,5,18,9,8,16,5
"17",8,21,4,19,6,4,13,7,19,7,11,9,4,13,4,18,19,4,3,9,18
"18",10,6,16,20,15,19,7,20,17,8,5,4,7,17,16,6,4,5,6,18,8
"19",3,1,2,11,9,23,11,16,22,13,14,22,22,23,1,14,13,13,11,13,1
"20",7,4,17,6,17,7,15,18,14,17,3,18,5,16,8,8,20,19,18,5,19
"21",6,19,7,9,19,21,18,13,11,5,4,7,16,3,7,21,5,17,19,17,15
"22",11,2,13,23,23,12,12,2,12,11,23,23,1,1,13,23,1,11,12,1,12
"23",21,17,15,22,11,2,14,21,3,10,7,21,20,19,15,22,14,10,14,21,16
