"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",26,28,9,4,11,25,26,19,11,27,22,8,6,22,3,10,11,13,22,13
"2",14,24,2,27,23,4,14,12,4,6,18,9,22,23,11,26,10,6,11,4
"3",13,2,24,11,24,22,16,25,28,22,19,26,19,24,13,9,9,5,28,28
"4",29,14,23,16,18,29,21,27,2,3,17,22,9,11,18,16,1,30,19,1
"5",2,30,18,18,7,1,22,2,24,20,14,25,27,27,19,18,8,24,20,15
"6",22,25,14,9,8,23,13,4,5,10,16,27,15,4,23,28,26,8,27,23
"7",16,11,30,3,9,14,30,22,9,2,8,18,28,18,29,24,12,2,10,16
"8",23,9,11,10,20,7,3,6,14,13,24,28,11,26,28,6,5,16,6,8
"9",10,16,27,2,28,12,18,15,15,16,12,6,2,29,21,29,23,25,30,6
"10",15,1,16,22,10,26,9,3,30,1,15,4,8,21,12,11,25,27,9,12
"11",28,6,22,5,26,3,8,11,22,4,23,14,26,8,4,19,21,14,21,19
"12",7,19,29,29,15,28,7,9,21,30,25,13,10,17,27,25,2,12,15,21
"13",19,21,4,26,27,13,27,10,26,5,7,20,7,14,26,8,14,20,25,26
"14",27,4,19,23,4,6,17,14,13,21,9,7,3,6,20,17,7,7,3,27
"15",17,13,5,17,6,9,4,21,25,23,27,21,4,15,15,22,29,3,23,2
"16",11,20,28,28,13,5,25,26,19,14,13,29,12,5,2,7,27,11,12,9
"17",30,18,6,14,16,30,19,16,23,15,1,15,30,30,17,2,30,9,1,18
"18",25,8,12,30,1,16,23,30,18,11,29,12,16,28,7,30,18,22,16,24
"19",6,7,7,12,17,20,28,5,20,12,3,3,17,10,6,21,3,10,24,7
"20",24,29,17,21,29,21,2,29,17,19,10,1,23,12,30,13,19,4,17,10
"21",5,27,20,19,21,19,5,20,8,8,4,23,5,25,5,20,20,15,4,25
"22",3,3,3,7,14,2,12,28,3,25,6,11,13,20,25,12,24,17,18,20
"23",20,23,13,8,22,11,11,24,29,29,2,17,14,2,10,27,6,26,8,14
"24",1,12,15,15,30,15,20,1,1,18,30,16,1,1,9,1,15,1,14,17
"25",9,17,10,20,12,10,6,23,10,9,20,5,29,3,16,3,4,23,29,22
"26",4,26,21,6,3,18,15,18,27,7,28,10,18,9,24,5,16,18,2,3
"27",21,10,26,25,5,17,10,8,6,28,5,19,24,19,8,4,17,19,26,5
"28",12,15,1,1,2,27,1,13,16,17,11,30,21,13,1,15,13,29,13,30
"29",18,22,25,13,19,8,29,7,7,24,26,2,20,16,14,14,28,28,7,29
"30",8,5,8,24,25,24,24,17,12,26,21,24,25,7,22,23,22,21,5,11
