"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,5,17,18,15,11,12,8,19,2,19,20,9,3,22,9
"2",16,11,16,11,5,1,1,22,7,12,23,10,19,1,18,13
"3",15,7,5,23,9,10,9,7,5,13,20,15,7,21,3,22
"4",19,16,4,5,19,15,5,18,17,4,15,19,13,6,5,18
"5",18,4,2,15,14,21,2,1,11,21,9,9,10,8,12,1
"6",5,21,6,3,8,20,18,5,4,11,13,14,17,5,17,6
"7",23,23,12,12,16,23,23,12,22,10,22,12,1,23,13,12
"8",9,12,3,8,1,14,15,9,18,23,17,1,14,19,23,15
"9",20,8,22,6,20,4,16,4,3,3,12,2,12,18,11,10
"10",8,10,15,10,23,16,17,11,6,22,2,16,3,2,4,14
"11",4,22,9,17,17,5,6,16,2,18,14,4,4,11,15,17
"12",11,14,19,20,4,18,20,19,9,5,16,5,6,10,6,2
"13",12,18,21,13,12,6,22,2,13,20,18,23,21,9,8,20
"14",21,20,14,19,7,8,11,10,21,15,4,3,15,4,2,8
"15",1,6,23,7,6,22,10,21,23,16,10,13,11,12,10,23
"16",13,3,8,2,10,7,21,15,14,8,3,7,5,7,20,21
"17",17,19,20,4,11,12,8,17,8,19,6,21,8,20,21,5
"18",7,13,10,9,3,2,3,3,16,7,8,18,2,16,7,7
"19",2,17,1,14,13,9,14,23,10,1,1,11,20,22,9,11
"20",22,2,11,16,2,17,13,13,1,6,7,22,23,13,14,16
"21",10,15,18,21,21,19,4,6,15,9,5,8,18,17,19,19
"22",14,9,7,22,22,3,19,20,20,17,11,17,16,14,16,3
"23",6,1,13,1,18,13,7,14,12,14,21,6,22,15,1,4
